locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDNKGJJD_01066	CDS	450				hypothetical protein
JDNKGJJD_01067	CDS	1818	lepA	3.6.5.-	COG0481	Elongation factor 4
JDNKGJJD_01068	CDS	828	lepB	3.4.21.89	COG0681	Signal peptidase I
JDNKGJJD_01069	CDS	375				hypothetical protein
JDNKGJJD_01070	CDS	693	rnc	3.1.26.3	COG0571	Ribonuclease 3
JDNKGJJD_01071	CDS	1029	era		COG1159	GTPase Era
JDNKGJJD_01072	CDS	201				hypothetical protein
JDNKGJJD_01073	CDS	714	recO		COG1381	DNA repair protein RecO
JDNKGJJD_01074	CDS	726	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
JDNKGJJD_01075	CDS	645				hypothetical protein
JDNKGJJD_01076	CDS	1086	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
JDNKGJJD_01077	CDS	768	ycgJ	2.1.1.-		putative methyltransferase YcgJ
JDNKGJJD_01078	CDS	375				hypothetical protein
JDNKGJJD_01079	CDS	225				hypothetical protein
JDNKGJJD_01080	CDS	201				hypothetical protein
JDNKGJJD_01081	CDS	426				hypothetical protein
JDNKGJJD_01082	CDS	270				hypothetical protein
JDNKGJJD_01083	CDS	414				hypothetical protein
JDNKGJJD_01084	CDS	1107				hypothetical protein
JDNKGJJD_01085	CDS	591				hypothetical protein
JDNKGJJD_01086	CDS	462				hypothetical protein
JDNKGJJD_01087	CDS	870				hypothetical protein
JDNKGJJD_01088	CDS	1119	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
JDNKGJJD_01089	CDS	1125	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
JDNKGJJD_01090	CDS	1758	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
JDNKGJJD_01091	CDS	1023				hypothetical protein
JDNKGJJD_01092	CDS	648				hypothetical protein
JDNKGJJD_01093	CDS	1176	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
JDNKGJJD_01094	CDS	2100	fhuE_1		COG4773	FhuE receptor
JDNKGJJD_01095	CDS	276				hypothetical protein
JDNKGJJD_01096	CDS	1557				hypothetical protein
JDNKGJJD_01097	CDS	297				hypothetical protein
JDNKGJJD_01098	CDS	888				hypothetical protein
JDNKGJJD_01099	CDS	1143	aroF_1	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
JDNKGJJD_01100	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
JDNKGJJD_01101	CDS	1569				hypothetical protein
JDNKGJJD_01102	CDS	579	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
JDNKGJJD_01103	CDS	1056	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
JDNKGJJD_01104	CDS	519	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
JDNKGJJD_01105	CDS	627				hypothetical protein
JDNKGJJD_01106	CDS	2148	mtlD	1.1.1.17		Mannitol-1-phosphate 5-dehydrogenase
JDNKGJJD_01107	CDS	621				hypothetical protein
JDNKGJJD_01108	CDS	339				hypothetical protein
JDNKGJJD_01109	CDS	1524				hypothetical protein
JDNKGJJD_01110	CDS	294				hypothetical protein
JDNKGJJD_01111	CDS	2310	iutA_1			Ferric aerobactin receptor
JDNKGJJD_01112	CDS	618				hypothetical protein
JDNKGJJD_01113	CDS	771				hypothetical protein
JDNKGJJD_01114	CDS	1911				hypothetical protein
JDNKGJJD_01115	CDS	1842	sbnF	6.3.2.55	COG4264	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase
JDNKGJJD_01116	CDS	1440	farB			Fatty acid resistance protein FarB
JDNKGJJD_01117	CDS	1434	iucD_1	1.14.13.59	COG3486	L-lysine N6-monooxygenase
JDNKGJJD_01118	CDS	1785	iucA	6.3.2.38	COG4264	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
JDNKGJJD_01119	CDS	738				hypothetical protein
JDNKGJJD_01120	CDS	1113	sfnG	1.14.14.35		FMNH(2)-dependent dimethylsulfone monooxygenase
JDNKGJJD_01121	CDS	417	lrpC		COG1522	HTH-type transcriptional regulator LrpC
JDNKGJJD_01122	CDS	543	sttH	3.5.2.19		Streptothricin hydrolase
JDNKGJJD_01123	CDS	1950	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JDNKGJJD_01124	CDS	576				hypothetical protein
JDNKGJJD_01125	CDS	981				hypothetical protein
JDNKGJJD_01126	CDS	708				hypothetical protein
JDNKGJJD_01127	CDS	1293	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
JDNKGJJD_01128	CDS	1059	nemA_2	1.3.1.-	COG1902	N-ethylmaleimide reductase
JDNKGJJD_01129	CDS	303				hypothetical protein
JDNKGJJD_01130	CDS	132				hypothetical protein
JDNKGJJD_01131	CDS	933	prfB		COG1186	Peptide chain release factor RF2
JDNKGJJD_01132	CDS	768				hypothetical protein
JDNKGJJD_01133	CDS	1701	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
JDNKGJJD_01134	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
JDNKGJJD_01135	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
JDNKGJJD_01136	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
JDNKGJJD_01137	CDS	270				hypothetical protein
JDNKGJJD_01138	CDS	798				hypothetical protein
JDNKGJJD_01139	CDS	2157	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
JDNKGJJD_01140	CDS	576	mneA			Putative manganese exporter
JDNKGJJD_01141	CDS	273				hypothetical protein
JDNKGJJD_01142	CDS	1983		2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
JDNKGJJD_01143	CDS	2718	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
JDNKGJJD_01144	CDS	693				hypothetical protein
JDNKGJJD_01145	CDS	441				hypothetical protein
JDNKGJJD_01146	CDS	903	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
JDNKGJJD_01147	CDS	1176	ftsZ			Cell division protein FtsZ
JDNKGJJD_01148	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
JDNKGJJD_01149	CDS	855	ftsQ			Cell division protein FtsQ
JDNKGJJD_01150	CDS	927	ddl	6.3.2.4		D-alanine--D-alanine ligase
JDNKGJJD_01151	CDS	1449	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
JDNKGJJD_01152	CDS	1098	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
JDNKGJJD_01153	CDS	945	gshB	6.3.2.3	COG0189	Glutathione synthetase
JDNKGJJD_01154	CDS	213				hypothetical protein
JDNKGJJD_01155	CDS	1755	cntO_2			Metal-pseudopaline receptor CntO
JDNKGJJD_01156	CDS	216				hypothetical protein
JDNKGJJD_01157	CDS	375				hypothetical protein
JDNKGJJD_01158	CDS	1185				hypothetical protein
JDNKGJJD_01159	CDS	375	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
JDNKGJJD_01160	CDS	1056				hypothetical protein
JDNKGJJD_01161	CDS	1347	nrtP		COG2223	Nitrate/nitrite transporter NrtP
JDNKGJJD_01162	CDS	1215				L-lactate transporter
JDNKGJJD_01163	CDS	135				hypothetical protein
JDNKGJJD_01164	CDS	1413	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
JDNKGJJD_01165	CDS	1014	lipA_1	2.8.1.8	COG0320	Lipoyl synthase
JDNKGJJD_01166	CDS	2466	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
JDNKGJJD_01167	CDS	384				hypothetical protein
JDNKGJJD_01168	CDS	537				hypothetical protein
JDNKGJJD_01169	CDS	1383	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
JDNKGJJD_01170	CDS	837	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
JDNKGJJD_01171	CDS	723	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
JDNKGJJD_01172	CDS	2850				hypothetical protein
JDNKGJJD_01173	CDS	2271	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
JDNKGJJD_01174	CDS	1239	cca		COG0617	Multifunctional CCA protein
JDNKGJJD_01175	CDS	1176	degS	3.4.21.107	COG0265	Serine endoprotease DegS
JDNKGJJD_01176	CDS	759			COG0327	GTP cyclohydrolase 1 type 2 
JDNKGJJD_01177	CDS	627	sodB	1.15.1.1		Superoxide dismutase [Fe]
JDNKGJJD_01178	tRNA	76				tRNA-Asn(gtt)
JDNKGJJD_01179	tRNA	76				tRNA-Asn(gtt)
JDNKGJJD_01180	tRNA	76				tRNA-Asn(gtt)
JDNKGJJD_01181	CDS	444				hypothetical protein
JDNKGJJD_01182	CDS	201				hypothetical protein
JDNKGJJD_01183	CDS	1458				hypothetical protein
JDNKGJJD_01184	CDS	879	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
JDNKGJJD_01185	CDS	510	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
JDNKGJJD_01186	CDS	1410		5.4.4.3	COG0174	3-hydroxylaminophenol mutase
JDNKGJJD_01187	CDS	1542	dtpT		COG3104	Di-/tripeptide transporter
JDNKGJJD_01188	CDS	1803				hypothetical protein
JDNKGJJD_01189	CDS	1197	intS_1		COG0582	Prophage integrase IntS
JDNKGJJD_01190	CDS	195				hypothetical protein
JDNKGJJD_01191	CDS	543				hypothetical protein
JDNKGJJD_01192	CDS	180				hypothetical protein
JDNKGJJD_01193	CDS	543				hypothetical protein
JDNKGJJD_01194	CDS	390				hypothetical protein
JDNKGJJD_01195	CDS	2490				hypothetical protein
JDNKGJJD_01196	CDS	429				hypothetical protein
JDNKGJJD_01197	CDS	165				hypothetical protein
JDNKGJJD_01198	CDS	1854	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
JDNKGJJD_01199	CDS	621	eda			KHG/KDPG aldolase
JDNKGJJD_01200	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
JDNKGJJD_01201	CDS	513	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
JDNKGJJD_01202	CDS	1629	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
JDNKGJJD_01203	CDS	1266	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
JDNKGJJD_01204	CDS	1314	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JDNKGJJD_01205	CDS	843				hypothetical protein
JDNKGJJD_01206	CDS	1020	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
JDNKGJJD_01207	CDS	2184	prc	3.4.21.102	COG0793	Tail-specific protease
JDNKGJJD_01208	CDS	1287	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JDNKGJJD_01209	CDS	552				hypothetical protein
JDNKGJJD_01210	CDS	201	iscX		COG2975	Protein IscX
JDNKGJJD_01211	CDS	432	ndk	2.7.4.6		Nucleoside diphosphate kinase
JDNKGJJD_01212	CDS	1233	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
JDNKGJJD_01213	CDS	801	lapB			Lipopolysaccharide assembly protein B
JDNKGJJD_01214	CDS	792	rodZ			Cytoskeleton protein RodZ
JDNKGJJD_01215	CDS	1116	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
JDNKGJJD_01216	CDS	1293	hisS	6.1.1.21		Histidine--tRNA ligase
JDNKGJJD_01217	CDS	699				hypothetical protein
JDNKGJJD_01218	CDS	1146	bamB		COG1520	Outer membrane protein assembly factor BamB
JDNKGJJD_01219	CDS	1410	der		COG1160	GTPase Der
JDNKGJJD_01220	CDS	657				hypothetical protein
JDNKGJJD_01221	CDS	459	secB		COG1952	Protein-export protein SecB
JDNKGJJD_01222	CDS	258	grxC		COG0695	Glutaredoxin 3
JDNKGJJD_01223	CDS	417	yibN		COG0607	putative protein YibN
JDNKGJJD_01224	CDS	1059	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
JDNKGJJD_01225	CDS	567	orn	3.1.-.-	COG1949	Oligoribonuclease
JDNKGJJD_01226	CDS	732				hypothetical protein
JDNKGJJD_01227	CDS	804	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
JDNKGJJD_01228	CDS	1407	tdeA		COG1538	Toxin and drug export protein A
JDNKGJJD_01229	CDS	1995	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
JDNKGJJD_01230	CDS	1338	macA		COG0845	Macrolide export protein MacA
JDNKGJJD_01231	CDS	990				hypothetical protein
JDNKGJJD_01232	CDS	510	lptE			LPS-assembly lipoprotein LptE
JDNKGJJD_01233	CDS	2625	leuS	6.1.1.4		Leucine--tRNA ligase
JDNKGJJD_01234	CDS	336				hypothetical protein
JDNKGJJD_01235	CDS	1002	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
JDNKGJJD_01236	CDS	1134				hypothetical protein
JDNKGJJD_01237	CDS	567	mtnN_2	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
JDNKGJJD_01238	CDS	621	rutR		COG1309	HTH-type transcriptional regulator RutR
JDNKGJJD_01239	CDS	801	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
JDNKGJJD_01240	CDS	798	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
JDNKGJJD_01241	CDS	1176	ssuD_1	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
JDNKGJJD_01242	CDS	984	ssuA_1			Putative aliphatic sulfonates-binding protein
JDNKGJJD_01243	CDS	969	ssuA_2			Putative aliphatic sulfonates-binding protein
JDNKGJJD_01244	CDS	1356	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
JDNKGJJD_01245	CDS	321				hypothetical protein
JDNKGJJD_01246	CDS	411				hypothetical protein
JDNKGJJD_01247	CDS	747	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
JDNKGJJD_01248	CDS	699	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
JDNKGJJD_01249	CDS	714	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
JDNKGJJD_01250	CDS	618	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
JDNKGJJD_01251	CDS	648				hypothetical protein
JDNKGJJD_01252	CDS	639	fabR_1			HTH-type transcriptional repressor FabR
JDNKGJJD_01253	CDS	1026		1.-.-.-	COG1018	NADPH oxidoreductase
JDNKGJJD_01254	CDS	1149	desA3_1	1.14.19.-	COG3239	NADPH-dependent stearoyl-CoA 9-desaturase
JDNKGJJD_01255	CDS	717	rph	2.7.7.56	COG0689	Ribonuclease PH
JDNKGJJD_01256	CDS	2169	plcN_1	3.1.4.3	COG3511	Non-hemolytic phospholipase C
JDNKGJJD_01257	CDS	168				hypothetical protein
JDNKGJJD_01258	CDS	846	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
JDNKGJJD_01259	CDS	570	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
JDNKGJJD_01260	CDS	1542	murJ		COG0728	putative lipid II flippase MurJ
JDNKGJJD_01261	CDS	696	fkpA_1	5.2.1.8	COG0545	putative FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
JDNKGJJD_01262	CDS	723	fkpA_2	5.2.1.8	COG0545	putative FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
JDNKGJJD_01263	CDS	2181	ptk	2.7.10.-	COG0489	Tyrosine-protein kinase ptk
JDNKGJJD_01264	CDS	429	ptp	3.1.3.48		Low molecular weight protein-tyrosine-phosphatase Ptp
JDNKGJJD_01265	CDS	1101				hypothetical protein
JDNKGJJD_01266	CDS	1275	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
JDNKGJJD_01267	CDS	1197	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
JDNKGJJD_01268	CDS	1149	pglE	2.6.1.34	COG0399	UDP-N-acetylbacillosamine transaminase
JDNKGJJD_01269	CDS	1137	legG	3.2.1.184	COG0381	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)
JDNKGJJD_01270	CDS	1095	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
JDNKGJJD_01271	CDS	648	perB	2.3.1.227	COG0110	GDP-perosamine N-acetyltransferase
JDNKGJJD_01272	CDS	1062	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
JDNKGJJD_01273	CDS	708	neuA	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
JDNKGJJD_01274	CDS	1206				hypothetical protein
JDNKGJJD_01275	CDS	327				hypothetical protein
JDNKGJJD_01276	CDS	471				hypothetical protein
JDNKGJJD_01277	CDS	363			COG3111	putative protein
JDNKGJJD_01278	CDS	645				hypothetical protein
JDNKGJJD_01279	CDS	600	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
JDNKGJJD_01280	CDS	795	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
JDNKGJJD_01281	CDS	990				hypothetical protein
JDNKGJJD_01282	CDS	234				hypothetical protein
JDNKGJJD_01283	CDS	1398	gabP_1		COG1113	GABA permease
JDNKGJJD_01284	CDS	1569	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
JDNKGJJD_01285	CDS	1377	bauA	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
JDNKGJJD_01286	CDS	918	hdfR_1			HTH-type transcriptional regulator HdfR
JDNKGJJD_01287	tRNA	74				tRNA-Trp(cca)
JDNKGJJD_01288	tRNA	85				tRNA-Leu(tag)
JDNKGJJD_01289	tRNA	74				tRNA-Trp(cca)
JDNKGJJD_01290	tRNA	85				tRNA-Leu(tag)
JDNKGJJD_01291	CDS	804	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
JDNKGJJD_01292	CDS	1509				hypothetical protein
JDNKGJJD_01293	CDS	882				hypothetical protein
JDNKGJJD_01294	CDS	1104				hypothetical protein
JDNKGJJD_01295	CDS	1011	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JDNKGJJD_01296	CDS	216	rpsU		COG0828	30S ribosomal protein S21
JDNKGJJD_01297	CDS	447	yqeY		COG1610	putative protein YqeY
JDNKGJJD_01298	CDS	1437	bepA_2	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
JDNKGJJD_01299	CDS	966	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
JDNKGJJD_01300	CDS	651				hypothetical protein
JDNKGJJD_01301	CDS	1890	htpX_1	3.4.24.-		Protease HtpX
JDNKGJJD_01302	CDS	1542	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
JDNKGJJD_01303	CDS	588				hypothetical protein
JDNKGJJD_01304	CDS	1005	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
JDNKGJJD_01305	CDS	480				hypothetical protein
JDNKGJJD_01306	CDS	1140				hypothetical protein
JDNKGJJD_01307	CDS	456				hypothetical protein
JDNKGJJD_01308	CDS	1074	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
JDNKGJJD_01309	CDS	576	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
JDNKGJJD_01310	CDS	381				hypothetical protein
JDNKGJJD_01311	CDS	1152	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
JDNKGJJD_01312	CDS	213	cspG		COG1278	Cold shock-like protein CspG
JDNKGJJD_01313	CDS	246	tusA_2			Sulfur carrier protein TusA
JDNKGJJD_01314	CDS	867	rpoH		COG0568	RNA polymerase sigma factor RpoH
JDNKGJJD_01315	CDS	366				hypothetical protein
JDNKGJJD_01316	CDS	198				hypothetical protein
JDNKGJJD_01317	CDS	786	thiG	2.8.1.10	COG2022	Thiazole synthase
JDNKGJJD_01318	CDS	624				hypothetical protein
JDNKGJJD_01319	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
JDNKGJJD_01320	CDS	633				hypothetical protein
JDNKGJJD_01321	CDS	1602	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
JDNKGJJD_01322	CDS	597	betI_1			HTH-type transcriptional regulator BetI
JDNKGJJD_01323	CDS	1215				hypothetical protein
JDNKGJJD_01324	CDS	207				hypothetical protein
JDNKGJJD_01325	CDS	2115	btuB_4			Vitamin B12 transporter BtuB
JDNKGJJD_01326	CDS	429				hypothetical protein
JDNKGJJD_01327	CDS	531	def_2	3.5.1.88	COG0242	Peptide deformylase
JDNKGJJD_01328	CDS	1155				hypothetical protein
JDNKGJJD_01329	CDS	1152				hypothetical protein
JDNKGJJD_01330	CDS	570	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
JDNKGJJD_01331	CDS	909				hypothetical protein
JDNKGJJD_01332	CDS	642	comR			HTH-type transcriptional repressor ComR
JDNKGJJD_01333	CDS	1215	nepI		COG2814	Purine ribonucleoside efflux pump NepI
JDNKGJJD_01334	CDS	765	nimR_2			HTH-type transcriptional regulator NimR
JDNKGJJD_01335	CDS	546	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
JDNKGJJD_01336	CDS	600				hypothetical protein
JDNKGJJD_01337	CDS	420	atpC		COG0355	ATP synthase epsilon chain
JDNKGJJD_01338	CDS	1395	atpD1	7.1.2.2		ATP synthase subunit beta 1
JDNKGJJD_01339	CDS	870	atpG		COG0224	ATP synthase gamma chain
JDNKGJJD_01340	CDS	1545	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
JDNKGJJD_01341	CDS	537	atpH		COG0712	ATP synthase subunit delta
JDNKGJJD_01342	CDS	471	atpF		COG0711	ATP synthase subunit b
JDNKGJJD_01343	CDS	246	atpE		COG0636	ATP synthase subunit c
JDNKGJJD_01344	CDS	876	atpB		COG0356	ATP synthase subunit a
JDNKGJJD_01345	CDS	399				hypothetical protein
JDNKGJJD_01346	CDS	840	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
JDNKGJJD_01347	CDS	498	zur		COG0735	Zinc uptake regulation protein
JDNKGJJD_01348	CDS	780	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
JDNKGJJD_01349	CDS	810	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
JDNKGJJD_01350	CDS	627	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
JDNKGJJD_01351	CDS	921	yfeX_1	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
JDNKGJJD_01352	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
JDNKGJJD_01353	CDS	1791	argS	6.1.1.19		Arginine--tRNA ligase
JDNKGJJD_01354	CDS	627	ftsN			Cell division protein FtsN
JDNKGJJD_01355	CDS	669				hypothetical protein
JDNKGJJD_01356	CDS	408				hypothetical protein
JDNKGJJD_01357	CDS	948				hypothetical protein
JDNKGJJD_01358	CDS	306				hypothetical protein
JDNKGJJD_01359	CDS	528	yqjI		COG1695	Transcriptional regulator YqjI
JDNKGJJD_01360	CDS	789	ant1_2	2.7.7.47		Streptomycin 3''-adenylyltransferase
JDNKGJJD_01361	CDS	1569	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
JDNKGJJD_01362	CDS	1230				hypothetical protein
JDNKGJJD_01363	CDS	438	yqjF_1		COG2259	Inner membrane protein YqjF
JDNKGJJD_01364	CDS	642	dedA		COG0586	Protein DedA
JDNKGJJD_01365	CDS	1308				hypothetical protein
JDNKGJJD_01366	CDS	633	nagL_1	5.2.1.4		Maleylpyruvate isomerase
JDNKGJJD_01367	CDS	549	fosB	2.5.1.-		Metallothiol transferase FosB
JDNKGJJD_01368	CDS	780				hypothetical protein
JDNKGJJD_01369	CDS	1056	hpd	1.13.11.27		4-hydroxyphenylpyruvate dioxygenase
JDNKGJJD_01370	CDS	471				hypothetical protein
JDNKGJJD_01371	CDS	1344	norM_1		COG0534	Multidrug resistance protein NorM
JDNKGJJD_01372	CDS	939	panS		COG0385	Pantothenate precursors transporter PanS
JDNKGJJD_01373	CDS	645	pncA	3.5.1.19	COG1335	Nicotinamidase
JDNKGJJD_01374	CDS	894	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JDNKGJJD_01375	CDS	606				hypothetical protein
JDNKGJJD_01376	CDS	720	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
JDNKGJJD_01377	CDS	204				hypothetical protein
JDNKGJJD_01378	CDS	840	yfdC		COG2116	Inner membrane protein YfdC
JDNKGJJD_01379	CDS	1266	rarA		COG2256	Replication-associated recombination protein A
JDNKGJJD_01380	CDS	1173	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
JDNKGJJD_01381	CDS	459				hypothetical protein
JDNKGJJD_01382	CDS	159				hypothetical protein
JDNKGJJD_01383	CDS	738				hypothetical protein
JDNKGJJD_01384	CDS	363				hypothetical protein
JDNKGJJD_01385	CDS	1035	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
JDNKGJJD_01386	CDS	537				hypothetical protein
JDNKGJJD_01387	CDS	246				hypothetical protein
JDNKGJJD_01388	CDS	561	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
JDNKGJJD_01389	CDS	1029	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
JDNKGJJD_01390	CDS	690	norG_1		COG1167	HTH-type transcriptional regulator NorG
JDNKGJJD_01391	CDS	645				hypothetical protein
JDNKGJJD_01392	CDS	375				hypothetical protein
JDNKGJJD_01393	CDS	903	dmlR_4			HTH-type transcriptional regulator DmlR
JDNKGJJD_01394	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
JDNKGJJD_01395	CDS	1014	ydhP_1		COG2814	Inner membrane transport protein YdhP
JDNKGJJD_01396	CDS	654				hypothetical protein
JDNKGJJD_01397	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
JDNKGJJD_01398	CDS	351				hypothetical protein
JDNKGJJD_01399	CDS	1113	dnaJ_1		COG0484	Chaperone protein DnaJ
JDNKGJJD_01400	CDS	378				hypothetical protein
JDNKGJJD_01401	CDS	3126	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
JDNKGJJD_01402	CDS	1101	mdtA_2			Multidrug resistance protein MdtA
JDNKGJJD_01403	CDS	624				hypothetical protein
JDNKGJJD_01404	CDS	2685	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
JDNKGJJD_01405	CDS	825	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
