locus_tag	ftype	length_bp	gene	EC_number	COG	product
GNBELFNB_01047	CDS	870	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
GNBELFNB_01048	CDS	780	fpr_2	1.18.1.2	COG1018	Ferredoxin--NADP reductase
GNBELFNB_01049	CDS	729	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
GNBELFNB_01050	CDS	1269				hypothetical protein
GNBELFNB_01051	CDS	1758				hypothetical protein
GNBELFNB_01052	CDS	360				hypothetical protein
GNBELFNB_01053	CDS	663	qseB_1			Transcriptional regulatory protein QseB
GNBELFNB_01054	CDS	1359	qseC_1	2.7.13.3		Sensor protein QseC
GNBELFNB_01055	CDS	171				hypothetical protein
GNBELFNB_01056	CDS	900	thiE_2	2.5.1.3		Thiamine-phosphate synthase
GNBELFNB_01057	CDS	552				hypothetical protein
GNBELFNB_01058	CDS	2397	mrcB		COG0744	Penicillin-binding protein 1B
GNBELFNB_01059	CDS	909	nadK	2.7.1.23	COG0061	NAD kinase
GNBELFNB_01060	CDS	273				hypothetical protein
GNBELFNB_01061	CDS	1014	trpD_1	2.4.2.18		Anthranilate phosphoribosyltransferase
GNBELFNB_01062	CDS	1359	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
GNBELFNB_01063	CDS	1146	mmgC_6	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GNBELFNB_01064	CDS	945				hypothetical protein
GNBELFNB_01065	CDS	1110	pheA			Bifunctional chorismate mutase/prephenate dehydratase
GNBELFNB_01066	CDS	2247	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
GNBELFNB_01067	CDS	384				hypothetical protein
GNBELFNB_01068	CDS	1461	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
GNBELFNB_01069	CDS	957	rbn	3.1.-.-	COG1234	Ribonuclease BN
GNBELFNB_01070	CDS	633				hypothetical protein
GNBELFNB_01071	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
GNBELFNB_01072	CDS	624				hypothetical protein
GNBELFNB_01073	CDS	786	thiG_1	2.8.1.10	COG2022	Thiazole synthase
GNBELFNB_01074	CDS	198				hypothetical protein
GNBELFNB_01075	CDS	366				hypothetical protein
GNBELFNB_01076	CDS	867	rpoH		COG0568	RNA polymerase sigma factor RpoH
GNBELFNB_01077	CDS	639	nfuA		COG0316	Fe/S biogenesis protein NfuA
GNBELFNB_01078	CDS	618	glpG	3.4.21.105		Rhomboid protease GlpG
GNBELFNB_01079	CDS	1677	atsA_1	3.1.6.1	COG3119	Arylsulfatase
GNBELFNB_01080	CDS	1008	egtB	1.14.99.50		Hercynine oxygenase
GNBELFNB_01081	CDS	165				hypothetical protein
GNBELFNB_01082	CDS	1548				hypothetical protein
GNBELFNB_01083	CDS	1335	dsdA	4.3.1.18	COG3048	D-serine dehydratase
GNBELFNB_01084	CDS	1632	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
GNBELFNB_01085	CDS	3687	metH	2.1.1.13	COG0646	Methionine synthase
GNBELFNB_01086	CDS	1005	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
GNBELFNB_01087	CDS	852	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
GNBELFNB_01088	CDS	1329	nicT			Putative metabolite transport protein NicT
GNBELFNB_01089	CDS	750	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GNBELFNB_01090	CDS	906	perR			HTH-type transcriptional regulator PerR
GNBELFNB_01091	CDS	447				hypothetical protein
GNBELFNB_01092	CDS	1146	mro	5.1.3.3	COG2017	Aldose 1-epimerase
GNBELFNB_01093	CDS	1221	fsr			Fosmidomycin resistance protein
GNBELFNB_01094	CDS	789	nimR_1			HTH-type transcriptional regulator NimR
GNBELFNB_01095	CDS	1323	glsA	3.5.1.2		Glutaminase
GNBELFNB_01096	CDS	483	def_1	3.5.1.88	COG0242	Peptide deformylase
GNBELFNB_01097	CDS	1299	proP_3			Proline/betaine transporter
GNBELFNB_01098	CDS	1197				hypothetical protein
GNBELFNB_01099	CDS	1641	ilvB_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
GNBELFNB_01100	CDS	1467	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
GNBELFNB_01101	CDS	792	nadX_1	1.4.1.21	COG1712	L-aspartate dehydrogenase
GNBELFNB_01102	CDS	795	baiA	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
GNBELFNB_01103	CDS	825	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
GNBELFNB_01104	CDS	522				hypothetical protein
GNBELFNB_01105	CDS	1224	gudP			putative glucarate transporter
GNBELFNB_01106	CDS	1212	thcD	1.18.1.-		Rhodocoxin reductase
GNBELFNB_01107	CDS	930				hypothetical protein
GNBELFNB_01108	CDS	765	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
GNBELFNB_01109	CDS	1068				hypothetical protein
GNBELFNB_01110	CDS	300				hypothetical protein
GNBELFNB_01111	CDS	306	doxA			Naphthalene 1,2-dioxygenase system, ferredoxin component
GNBELFNB_01112	CDS	813	kdgR		COG1414	Transcriptional regulator KdgR
GNBELFNB_01113	CDS	300				hypothetical protein
GNBELFNB_01114	CDS	582	pnuC		COG3201	Nicotinamide riboside transporter PnuC
GNBELFNB_01115	CDS	789	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
GNBELFNB_01116	CDS	420				hypothetical protein
GNBELFNB_01117	CDS	1260	pgaC_1	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
GNBELFNB_01118	CDS	1926	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
GNBELFNB_01119	CDS	696	ftsA_1			Cell division protein FtsA
GNBELFNB_01120	CDS	642				hypothetical protein
GNBELFNB_01121	CDS	741				hypothetical protein
GNBELFNB_01122	CDS	528				hypothetical protein
GNBELFNB_01123	CDS	2166	pilQ			Type IV pilus biogenesis and competence protein PilQ
GNBELFNB_01124	CDS	570	aroK	2.7.1.71	COG0703	Shikimate kinase 1
GNBELFNB_01125	CDS	1083	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
GNBELFNB_01126	CDS	876				hypothetical protein
GNBELFNB_01127	CDS	4482	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
GNBELFNB_01128	CDS	1422	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
GNBELFNB_01129	CDS	888				hypothetical protein
GNBELFNB_01130	CDS	591	lemA		COG1704	Protein LemA
GNBELFNB_01131	CDS	1083				hypothetical protein
GNBELFNB_01132	CDS	561				hypothetical protein
GNBELFNB_01133	CDS	435	pilA		COG4969	Fimbrial protein
GNBELFNB_01134	CDS	1311				hypothetical protein
GNBELFNB_01135	CDS	1629				hypothetical protein
GNBELFNB_01136	CDS	465	bfr_2	1.16.3.1	COG2193	Bacterioferritin
GNBELFNB_01137	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
GNBELFNB_01138	CDS	384	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
GNBELFNB_01139	CDS	2106	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
GNBELFNB_01140	CDS	279	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
GNBELFNB_01141	CDS	630	gmk	2.7.4.8	COG0194	Guanylate kinase
GNBELFNB_01142	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
GNBELFNB_01143	CDS	474				hypothetical protein
GNBELFNB_01144	CDS	555				hypothetical protein
GNBELFNB_01145	CDS	1002				hypothetical protein
GNBELFNB_01146	CDS	819				hypothetical protein
GNBELFNB_01147	CDS	3867				hypothetical protein
GNBELFNB_01148	CDS	483				hypothetical protein
GNBELFNB_01149	CDS	426				hypothetical protein
GNBELFNB_01150	CDS	252	rpsP		COG0228	30S ribosomal protein S16
GNBELFNB_01151	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
GNBELFNB_01152	CDS	741	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
GNBELFNB_01153	CDS	369	rplS		COG0335	50S ribosomal protein L19
GNBELFNB_01154	CDS	975	lip	3.1.1.3	COG1075	Triacylglycerol lipase
GNBELFNB_01155	CDS	1035	lifO		COG5380	Lipase chaperone
GNBELFNB_01156	CDS	906	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
GNBELFNB_01157	CDS	777	yfcA		COG0730	putative membrane transporter protein YfcA
GNBELFNB_01158	CDS	444				hypothetical protein
GNBELFNB_01159	CDS	861	rhtA_1		COG5006	Threonine/homoserine exporter RhtA
GNBELFNB_01160	CDS	885	rhtA_2		COG5006	Threonine/homoserine exporter RhtA
GNBELFNB_01161	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
GNBELFNB_01162	CDS	1410		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
GNBELFNB_01163	CDS	519				hypothetical protein
GNBELFNB_01164	CDS	1347				hypothetical protein
GNBELFNB_01165	CDS	1386	naiP_1			Putative niacin/nicotinamide transporter NaiP
GNBELFNB_01166	CDS	945	dapA_2	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
GNBELFNB_01167	CDS	891	cynR_1			HTH-type transcriptional regulator CynR
GNBELFNB_01168	CDS	537	fecI_1		COG1595	putative RNA polymerase sigma factor FecI
GNBELFNB_01169	CDS	1017				hypothetical protein
GNBELFNB_01170	CDS	3207				hypothetical protein
GNBELFNB_01171	CDS	792				hypothetical protein
GNBELFNB_01172	CDS	1491				TPR repeat-containing protein
GNBELFNB_01173	CDS	921				hypothetical protein
GNBELFNB_01174	CDS	597	pigA_1	1.14.99.58	COG3230	Heme oxygenase PigA
GNBELFNB_01175	CDS	441				hypothetical protein
GNBELFNB_01176	CDS	276				hypothetical protein
GNBELFNB_01177	CDS	708				hypothetical protein
GNBELFNB_01178	CDS	1914				hypothetical protein
GNBELFNB_01179	CDS	1335	ydgI_1		COG0531	Putative arginine/ornithine antiporter
GNBELFNB_01180	CDS	879	mmuM_1	2.1.1.10	COG2040	Homocysteine S-methyltransferase
GNBELFNB_01181	CDS	471				hypothetical protein
GNBELFNB_01182	CDS	1641	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
GNBELFNB_01183	CDS	1641	mqo_2	1.1.5.4	COG0579	Malate:quinone oxidoreductase
GNBELFNB_01184	CDS	471				hypothetical protein
GNBELFNB_01185	CDS	879	mmuM_2	2.1.1.10	COG2040	Homocysteine S-methyltransferase
GNBELFNB_01186	CDS	1335	ydgI_2		COG0531	Putative arginine/ornithine antiporter
GNBELFNB_01187	CDS	1914				hypothetical protein
GNBELFNB_01188	CDS	708				hypothetical protein
GNBELFNB_01189	CDS	276				hypothetical protein
GNBELFNB_01190	CDS	441				hypothetical protein
GNBELFNB_01191	CDS	597	pigA_2	1.14.99.58	COG3230	Heme oxygenase PigA
GNBELFNB_01192	CDS	921				hypothetical protein
GNBELFNB_01193	CDS	1491				TPR repeat-containing protein
GNBELFNB_01194	CDS	792				hypothetical protein
GNBELFNB_01195	CDS	3207				hypothetical protein
GNBELFNB_01196	CDS	1017				hypothetical protein
GNBELFNB_01197	CDS	537	fecI_2		COG1595	putative RNA polymerase sigma factor FecI
GNBELFNB_01198	CDS	891	cynR_2			HTH-type transcriptional regulator CynR
GNBELFNB_01199	CDS	945	dapA_3	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
GNBELFNB_01200	CDS	1386	naiP_2			Putative niacin/nicotinamide transporter NaiP
GNBELFNB_01201	CDS	1347				hypothetical protein
GNBELFNB_01202	CDS	471				hypothetical protein
GNBELFNB_01203	CDS	909	oxyR			Hydrogen peroxide-inducible genes activator
GNBELFNB_01204	CDS	945	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
GNBELFNB_01205	CDS	1182	rubB	1.18.1.1	COG1251	Rubredoxin-NAD(+) reductase
GNBELFNB_01206	CDS	165	rubA		COG1773	Rubredoxin
GNBELFNB_01207	CDS	438				hypothetical protein
GNBELFNB_01208	CDS	489				hypothetical protein
GNBELFNB_01209	CDS	1530	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
GNBELFNB_01210	CDS	1443				hypothetical protein
GNBELFNB_01211	CDS	99				hypothetical protein
GNBELFNB_01212	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
GNBELFNB_01213	CDS	1614	cysN	2.7.7.4		Sulfate adenylyltransferase subunit 1
GNBELFNB_01214	CDS	549				hypothetical protein
GNBELFNB_01215	CDS	513				hypothetical protein
GNBELFNB_01216	CDS	1338	citN		COG2851	Citrate transporter
GNBELFNB_01217	CDS	1326				hypothetical protein
GNBELFNB_01218	CDS	990	syrM1			HTH-type transcriptional regulator SyrM 1
GNBELFNB_01219	CDS	1605		4.1.3.1	COG2224	Isocitrate lyase
GNBELFNB_01220	CDS	480	nlpE		COG3015	Lipoprotein NlpE
GNBELFNB_01221	CDS	324				hypothetical protein
GNBELFNB_01222	CDS	876	ureD		COG0829	Urease accessory protein UreD
GNBELFNB_01223	CDS	303	ureA	3.5.1.5		Urease subunit gamma
GNBELFNB_01224	CDS	321	ureB	3.5.1.5		Urease subunit beta
GNBELFNB_01225	CDS	459				hypothetical protein
GNBELFNB_01226	CDS	1701	ureC	3.5.1.5		Urease subunit alpha
GNBELFNB_01227	CDS	483	ureE			Urease accessory protein UreE
GNBELFNB_01228	CDS	666	ureF		COG0830	Urease accessory protein UreF
GNBELFNB_01229	CDS	615	ureG			Urease accessory protein UreG
GNBELFNB_01230	CDS	570				hypothetical protein
GNBELFNB_01231	CDS	552	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
GNBELFNB_01232	CDS	2019	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
GNBELFNB_01233	CDS	519				hypothetical protein
GNBELFNB_01234	CDS	1314				hypothetical protein
GNBELFNB_01235	CDS	654	adk	2.7.4.3	COG0563	Adenylate kinase
GNBELFNB_01236	CDS	693	nth	4.2.99.18	COG0177	Endonuclease III
GNBELFNB_01237	CDS	792	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
GNBELFNB_01238	CDS	1404	gdhA_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
GNBELFNB_01239	CDS	1110				hypothetical protein
GNBELFNB_01240	CDS	777	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
GNBELFNB_01241	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
GNBELFNB_01242	CDS	2430	lon_2	3.4.21.53	COG0466	Lon protease
GNBELFNB_01243	CDS	2007				hypothetical protein
GNBELFNB_01244	CDS	942				hypothetical protein
GNBELFNB_01245	CDS	816	cysE	2.3.1.30	COG1045	Serine acetyltransferase
GNBELFNB_01246	CDS	840	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
GNBELFNB_01247	CDS	3564	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
GNBELFNB_01248	CDS	1068	ansB	3.5.1.38		Glutaminase-asparaginase
GNBELFNB_01249	CDS	1308	gltT			Proton/sodium-glutamate symport protein
GNBELFNB_01250	CDS	1431	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
GNBELFNB_01251	CDS	420	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
GNBELFNB_01252	CDS	486	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
GNBELFNB_01253	CDS	846	rhaS_1			HTH-type transcriptional activator RhaS
GNBELFNB_01254	CDS	633				hypothetical protein
GNBELFNB_01255	CDS	1227	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
GNBELFNB_01256	CDS	2664	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
GNBELFNB_01257	CDS	1209	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
GNBELFNB_01258	CDS	390				putative protein.1
GNBELFNB_01259	CDS	342				hypothetical protein
GNBELFNB_01260	CDS	741	ygaZ		COG1296	Inner membrane protein YgaZ
GNBELFNB_01261	CDS	471				hypothetical protein
GNBELFNB_01262	CDS	336				hypothetical protein
GNBELFNB_01263	CDS	708	cmr		COG0664	HTH-type transcriptional regulator Cmr
GNBELFNB_01264	CDS	522				hypothetical protein
GNBELFNB_01265	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
GNBELFNB_01266	CDS	660	metI		COG2011	D-methionine transport system permease protein MetI
GNBELFNB_01267	CDS	1071	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
GNBELFNB_01268	CDS	834	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
GNBELFNB_01269	CDS	831				hypothetical protein
GNBELFNB_01270	CDS	1413	dmoA_1	1.14.13.131		Dimethyl-sulfide monooxygenase
GNBELFNB_01271	CDS	1224	soxC_1			Dibenzothiophene desulfurization enzyme C
GNBELFNB_01272	CDS	1212	soxC_2			Dibenzothiophene desulfurization enzyme C
GNBELFNB_01273	CDS	765				hypothetical protein
GNBELFNB_01274	CDS	894	gltI		COG0834	Glutamate/aspartate import solute-binding protein
GNBELFNB_01275	CDS	843	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
GNBELFNB_01276	CDS	678	gltK		COG0765	Glutamate/aspartate import permease protein GltK
GNBELFNB_01277	CDS	744	glnQ_1			Glutamine transport ATP-binding protein GlnQ
GNBELFNB_01278	CDS	1317				hypothetical protein
GNBELFNB_01279	CDS	192				hypothetical protein
GNBELFNB_01280	CDS	2049	pepO	3.4.24.-	COG3590	Neutral endopeptidase
GNBELFNB_01281	CDS	750				hypothetical protein
GNBELFNB_01282	CDS	1068				hypothetical protein
GNBELFNB_01283	CDS	519				hypothetical protein
GNBELFNB_01284	CDS	579	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
GNBELFNB_01285	CDS	1470	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
GNBELFNB_01286	CDS	1479	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
GNBELFNB_01287	CDS	315	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
GNBELFNB_01288	CDS	1041	mreB		COG1077	Cell shape-determining protein MreB
GNBELFNB_01289	CDS	858	mreC		COG1792	Cell shape-determining protein MreC
GNBELFNB_01290	CDS	492				hypothetical protein
GNBELFNB_01291	CDS	561	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
GNBELFNB_01292	CDS	1455	rng	3.1.26.-	COG1530	Ribonuclease G
GNBELFNB_01293	CDS	174				hypothetical protein
GNBELFNB_01294	CDS	1386	wax-dgaT	2.3.1.20		O-acyltransferase WSD
GNBELFNB_01295	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
GNBELFNB_01296	CDS	618	thrH	3.1.3.3	COG0560	Phosphoserine phosphatase ThrH
GNBELFNB_01297	CDS	1431				hypothetical protein
GNBELFNB_01298	CDS	699	kefF_1	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
GNBELFNB_01299	CDS	1035				putative HTH-type transcriptional regulator
GNBELFNB_01300	CDS	993				hypothetical protein
GNBELFNB_01301	CDS	801				hypothetical protein
GNBELFNB_01302	CDS	819	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
GNBELFNB_01303	CDS	894	rhaS_2			HTH-type transcriptional activator RhaS
GNBELFNB_01304	CDS	999	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
GNBELFNB_01305	CDS	876	hchA	3.1.2.-		Protein/nucleic acid deglycase HchA
GNBELFNB_01306	tRNA	74				tRNA-Arg(cct)
GNBELFNB_01307	CDS	1356	aroP_3		COG1113	Aromatic amino acid transport protein AroP
GNBELFNB_01308	CDS	1188	prpF	5.3.3.-	COG2828	2-methyl-aconitate isomerase
GNBELFNB_01309	CDS	912	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
GNBELFNB_01310	CDS	369				hypothetical protein
GNBELFNB_01311	CDS	855	qmcA		COG0330	Protein QmcA
GNBELFNB_01312	CDS	462				hypothetical protein
GNBELFNB_01313	CDS	918				hypothetical protein
GNBELFNB_01314	CDS	627				hypothetical protein
GNBELFNB_01315	CDS	1248	ampG		COG0477	Anhydromuropeptide permease
GNBELFNB_01316	CDS	1305				hypothetical protein
GNBELFNB_01317	CDS	408				hypothetical protein
GNBELFNB_01318	CDS	2880	valS	6.1.1.9	COG0525	Valine--tRNA ligase
GNBELFNB_01319	CDS	678				hypothetical protein
GNBELFNB_01320	CDS	807	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
GNBELFNB_01321	CDS	435				hypothetical protein
GNBELFNB_01322	CDS	435				hypothetical protein
GNBELFNB_01323	CDS	351				hypothetical protein
GNBELFNB_01324	CDS	1455	oprM_1		COG1538	Outer membrane protein OprM
GNBELFNB_01325	CDS	3081	mexB_1		COG0841	Multidrug resistance protein MexB
GNBELFNB_01326	CDS	1251	acrA			Multidrug efflux pump subunit AcrA
GNBELFNB_01327	CDS	627				hypothetical protein
GNBELFNB_01328	CDS	2061				hypothetical protein
GNBELFNB_01329	CDS	978	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
GNBELFNB_01330	CDS	312	rplU		COG0261	50S ribosomal protein L21
GNBELFNB_01331	CDS	258	rpmA		COG0211	50S ribosomal protein L27
GNBELFNB_01332	CDS	696	lolA		COG2834	Outer-membrane lipoprotein carrier protein
GNBELFNB_01333	CDS	789				hypothetical protein
GNBELFNB_01334	CDS	1272	serS	6.1.1.11	COG0172	Serine--tRNA ligase
GNBELFNB_01335	CDS	1374	cysG		COG0007	Siroheme synthase
GNBELFNB_01336	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
GNBELFNB_01337	CDS	381	yybR		COG1733	putative HTH-type transcriptional regulator YybR
GNBELFNB_01338	CDS	561	fldP_1			Flavodoxin FldP
GNBELFNB_01339	CDS	1401	plaP		COG0531	Low-affinity putrescine importer PlaP
GNBELFNB_01340	CDS	1185	dhaT_1	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
GNBELFNB_01341	CDS	450				hypothetical protein
GNBELFNB_01342	CDS	654	lipB	2.3.1.181	COG0321	Octanoyltransferase
GNBELFNB_01343	CDS	288				hypothetical protein
GNBELFNB_01344	CDS	1887	rpoD		COG0568	RNA polymerase sigma factor RpoD
GNBELFNB_01345	CDS	207				hypothetical protein
GNBELFNB_01346	CDS	525				hypothetical protein
GNBELFNB_01347	CDS	933	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
GNBELFNB_01348	CDS	486				hypothetical protein
GNBELFNB_01349	CDS	1275	gltA	2.3.3.16	COG0372	Citrate synthase
GNBELFNB_01350	CDS	393	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
GNBELFNB_01351	CDS	366	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
GNBELFNB_01352	CDS	1836	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
GNBELFNB_01353	CDS	711	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
GNBELFNB_01354	CDS	474				hypothetical protein
GNBELFNB_01355	CDS	237				hypothetical protein
GNBELFNB_01356	CDS	612	lexA_1	3.4.21.88		LexA repressor
GNBELFNB_01357	CDS	612	rhtB_2		COG1280	Homoserine/homoserine lactone efflux protein
GNBELFNB_01358	CDS	456	lrp_4		COG1522	Leucine-responsive regulatory protein
GNBELFNB_01359	CDS	1617				hypothetical protein
GNBELFNB_01360	CDS	3474	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
GNBELFNB_01361	CDS	960	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
GNBELFNB_01362	CDS	285	yjdJ_1		COG2388	putative protein YjdJ
GNBELFNB_01363	CDS	660	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
GNBELFNB_01364	CDS	666	glnP_1		COG0765	putative glutamine ABC transporter permease protein GlnP
GNBELFNB_01365	CDS	732	glnQ_2			Glutamine transport ATP-binding protein GlnQ
GNBELFNB_01366	CDS	861	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
GNBELFNB_01367	CDS	867	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
GNBELFNB_01368	CDS	936	dmlR_4			HTH-type transcriptional regulator DmlR
GNBELFNB_01369	CDS	639	rhtC_2		COG1280	Threonine efflux protein
GNBELFNB_01370	CDS	1962	sufS_1	4.4.1.16		Cysteine desulfurase
GNBELFNB_01371	CDS	933	mmpI_1			Major membrane protein I
GNBELFNB_01372	CDS	933	mmpI_2			Major membrane protein I
GNBELFNB_01373	CDS	1962	sufS_2	4.4.1.16		Cysteine desulfurase
GNBELFNB_01374	CDS	639	rhtC_3		COG1280	Threonine efflux protein
GNBELFNB_01375	CDS	936	dmlR_5			HTH-type transcriptional regulator DmlR
GNBELFNB_01376	CDS	867	glnH_3		COG0834	ABC transporter glutamine-binding protein GlnH
GNBELFNB_01377	CDS	861	glnH_4		COG0834	ABC transporter glutamine-binding protein GlnH
GNBELFNB_01378	CDS	732	glnQ_3			Glutamine transport ATP-binding protein GlnQ
GNBELFNB_01379	CDS	666	glnP_2		COG0765	putative glutamine ABC transporter permease protein GlnP
GNBELFNB_01380	CDS	660	glnM_2		COG0765	putative glutamine ABC transporter permease protein GlnM
GNBELFNB_01381	CDS	285	yjdJ_2		COG2388	putative protein YjdJ
GNBELFNB_01382	CDS	960	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
GNBELFNB_01383	CDS	3474	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
GNBELFNB_01384	CDS	1617				hypothetical protein
GNBELFNB_01385	CDS	456	lrp_5		COG1522	Leucine-responsive regulatory protein
GNBELFNB_01386	CDS	612	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
GNBELFNB_01387	CDS	612	lexA_2	3.4.21.88		LexA repressor
GNBELFNB_01388	CDS	237				hypothetical protein
GNBELFNB_01389	CDS	474				hypothetical protein
GNBELFNB_01390	CDS	171				hypothetical protein
GNBELFNB_01391	CDS	813				hypothetical protein
GNBELFNB_01392	CDS	879	dapA_4	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GNBELFNB_01393	CDS	777	fucA	4.1.2.17		L-fuculose phosphate aldolase
GNBELFNB_01394	CDS	1434	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
GNBELFNB_01395	CDS	1488	comM		COG0606	Competence protein ComM
GNBELFNB_01396	CDS	228	ubiK			Ubiquinone biosynthesis accessory factor UbiK
GNBELFNB_01397	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
GNBELFNB_01398	CDS	1398	amtB_1			Ammonia channel
GNBELFNB_01399	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
GNBELFNB_01400	CDS	1086	ribD		COG0117	Riboflavin biosynthesis protein RibD
GNBELFNB_01401	CDS	1293				hypothetical protein
GNBELFNB_01402	CDS	660	ribE	2.5.1.9		Riboflavin synthase
GNBELFNB_01403	CDS	219				hypothetical protein
