locus_tag	ftype	length_bp	gene	EC_number	COG	product
OGCOPLJJ_01817	CDS	375				hypothetical protein
OGCOPLJJ_01818	CDS	828	lepB	3.4.21.89	COG0681	Signal peptidase I
OGCOPLJJ_01819	CDS	1818	lepA	3.6.5.-	COG0481	Elongation factor 4
OGCOPLJJ_01820	CDS	450				hypothetical protein
OGCOPLJJ_01821	CDS	1377	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
OGCOPLJJ_01822	CDS	1650	nadB	1.4.3.16	COG0029	L-aspartate oxidase
OGCOPLJJ_01823	CDS	417				hypothetical protein
OGCOPLJJ_01824	CDS	600	tmk	2.7.4.9	COG0125	Thymidylate kinase
OGCOPLJJ_01825	CDS	1071	mltG	4.2.2.-		Endolytic murein transglycosylase
OGCOPLJJ_01826	CDS	813	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
OGCOPLJJ_01827	CDS	114				hypothetical protein
OGCOPLJJ_01828	CDS	1251				hypothetical protein
OGCOPLJJ_01829	CDS	786	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
OGCOPLJJ_01830	CDS	1239	styA	1.14.14.11		Styrene monooxygenase StyA
OGCOPLJJ_01831	CDS	531	C1-hpah_1	1.5.1.36		p-hydroxyphenylacetate 3-hydroxylase, reductase component
OGCOPLJJ_01832	CDS	948				hypothetical protein
OGCOPLJJ_01833	CDS	1059	rhaS_2			HTH-type transcriptional activator RhaS
OGCOPLJJ_01834	CDS	1029	antC		COG0543	Anthranilate 1,2-dioxygenase electron transfer component
OGCOPLJJ_01835	CDS	492	antB	1.14.12.1	COG5517	Anthranilate 1,2-dioxygenase small subunit
OGCOPLJJ_01836	CDS	1416	antA_1	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
OGCOPLJJ_01837	CDS	351	mopA		COG2005	Molybdenum-pterin-binding protein MopA
OGCOPLJJ_01838	CDS	786	modA		COG0725	Molybdate-binding protein ModA
OGCOPLJJ_01839	CDS	693	modB		COG4149	Molybdenum transport system permease protein ModB
OGCOPLJJ_01840	CDS	621	cysA_2	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
OGCOPLJJ_01841	CDS	771	dhbA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
OGCOPLJJ_01842	CDS	642	vibB	3.3.2.1	COG1535	Vibriobactin-specific isochorismatase
OGCOPLJJ_01843	CDS	876	ureD		COG0829	Urease accessory protein UreD
OGCOPLJJ_01844	CDS	303	ureA	3.5.1.5		Urease subunit gamma
OGCOPLJJ_01845	CDS	309	ureB	3.5.1.5		Urease subunit beta
OGCOPLJJ_01846	CDS	1701	ureC	3.5.1.5		Urease subunit alpha
OGCOPLJJ_01847	CDS	483	ureE			Urease accessory protein UreE
OGCOPLJJ_01848	CDS	666	ureF		COG0830	Urease accessory protein UreF
OGCOPLJJ_01849	CDS	615	ureG			Urease accessory protein UreG
OGCOPLJJ_01850	CDS	570				hypothetical protein
OGCOPLJJ_01851	CDS	552	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
OGCOPLJJ_01852	CDS	2019	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
OGCOPLJJ_01853	CDS	519				hypothetical protein
OGCOPLJJ_01854	CDS	1314				hypothetical protein
OGCOPLJJ_01855	CDS	654	adk	2.7.4.3	COG0563	Adenylate kinase
OGCOPLJJ_01856	CDS	693	nth	4.2.99.18	COG0177	Endonuclease III
OGCOPLJJ_01857	CDS	792	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
OGCOPLJJ_01858	CDS	1404	gdhA_3	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
OGCOPLJJ_01859	CDS	597	ssuA_1			Putative aliphatic sulfonates-binding protein
OGCOPLJJ_01860	CDS	984	ssuA_2			Putative aliphatic sulfonates-binding protein
OGCOPLJJ_01861	CDS	1176	ssuD_1	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
OGCOPLJJ_01862	CDS	798	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
OGCOPLJJ_01863	CDS	801	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
OGCOPLJJ_01864	CDS	621	rutR_1		COG1309	HTH-type transcriptional regulator RutR
OGCOPLJJ_01865	CDS	567	mtnN_2	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
OGCOPLJJ_01866	CDS	1134				hypothetical protein
OGCOPLJJ_01867	CDS	1134				hypothetical protein
OGCOPLJJ_01868	CDS	567	mtnN_3	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
OGCOPLJJ_01869	CDS	621	rutR_2		COG1309	HTH-type transcriptional regulator RutR
OGCOPLJJ_01870	CDS	801	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
OGCOPLJJ_01871	CDS	798	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
OGCOPLJJ_01872	CDS	1176	ssuD_2	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
OGCOPLJJ_01873	CDS	984	ssuA_3			Putative aliphatic sulfonates-binding protein
OGCOPLJJ_01874	CDS	597	ssuA_4			Putative aliphatic sulfonates-binding protein
OGCOPLJJ_01875	CDS	825		3.5.2.6	COG2602	Beta-lactamase OXA-133
OGCOPLJJ_01876	CDS	621				hypothetical protein
OGCOPLJJ_01877	CDS	594	sutR_1		COG1396	HTH-type transcriptional regulator SutR
OGCOPLJJ_01878	CDS	546	ruvC_1	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
OGCOPLJJ_01879	CDS	1461	nnr_1		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
OGCOPLJJ_01880	CDS	1089	queG_1	1.17.99.6		Epoxyqueuosine reductase
OGCOPLJJ_01881	CDS	990	bioB_1	2.8.1.6	COG0502	Biotin synthase
OGCOPLJJ_01882	CDS	213				hypothetical protein
OGCOPLJJ_01883	CDS	213				hypothetical protein
OGCOPLJJ_01884	CDS	990	bioB_2	2.8.1.6	COG0502	Biotin synthase
OGCOPLJJ_01885	CDS	1089	queG_2	1.17.99.6		Epoxyqueuosine reductase
OGCOPLJJ_01886	CDS	1461	nnr_2		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
OGCOPLJJ_01887	CDS	546	ruvC_2	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
OGCOPLJJ_01888	CDS	594	sutR_2		COG1396	HTH-type transcriptional regulator SutR
OGCOPLJJ_01889	CDS	621				hypothetical protein
OGCOPLJJ_01890	CDS	825		3.5.2.6	COG2602	Beta-lactamase OXA-133
OGCOPLJJ_01891	CDS	225				hypothetical protein
OGCOPLJJ_01892	CDS	1044				hypothetical protein
OGCOPLJJ_01893	CDS	96				hypothetical protein
OGCOPLJJ_01894	CDS	2229	plcN_2	3.1.4.3	COG3511	Non-hemolytic phospholipase C
OGCOPLJJ_01895	CDS	435				hypothetical protein
OGCOPLJJ_01896	CDS	1158	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
OGCOPLJJ_01897	CDS	1245	pgl	3.1.1.31		6-phosphogluconolactonase
OGCOPLJJ_01898	CDS	504		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
OGCOPLJJ_01899	CDS	1035	murB_1	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
OGCOPLJJ_01900	CDS	1131				hypothetical protein
OGCOPLJJ_01901	CDS	1029	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OGCOPLJJ_01902	CDS	1674				hypothetical protein
OGCOPLJJ_01903	CDS	1341				hypothetical protein
OGCOPLJJ_01904	CDS	1518				hypothetical protein
OGCOPLJJ_01905	CDS	960				hypothetical protein
OGCOPLJJ_01906	CDS	768	ompA_1			Outer membrane protein A
OGCOPLJJ_01907	CDS	264				hypothetical protein
OGCOPLJJ_01908	CDS	2679	clpV1		COG0542	Protein ClpV1
OGCOPLJJ_01909	CDS	1095				hypothetical protein
OGCOPLJJ_01910	CDS	1365				hypothetical protein
OGCOPLJJ_01911	CDS	807				hypothetical protein
OGCOPLJJ_01912	CDS	603				hypothetical protein
OGCOPLJJ_01913	CDS	954				hypothetical protein
OGCOPLJJ_01914	CDS	852	gltC_3			HTH-type transcriptional regulator GltC
OGCOPLJJ_01915	CDS	669				hypothetical protein
OGCOPLJJ_01916	CDS	483	guaD_2	3.5.4.3	COG0590	Guanine deaminase
OGCOPLJJ_01917	CDS	735				hypothetical protein
OGCOPLJJ_01918	CDS	1281	bioA_1	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
OGCOPLJJ_01919	CDS	1164	bioF_1	2.3.1.47		8-amino-7-oxononanoate synthase
OGCOPLJJ_01920	CDS	750	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
OGCOPLJJ_01921	CDS	657	bioD_1	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
OGCOPLJJ_01922	CDS	924	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
OGCOPLJJ_01923	CDS	597	scpB_1		COG1386	Segregation and condensation protein B 
OGCOPLJJ_01924	CDS	768	scpA_1		COG1354	Segregation and condensation protein A
OGCOPLJJ_01925	CDS	768	scpA_2		COG1354	Segregation and condensation protein A
OGCOPLJJ_01926	CDS	597	scpB_2		COG1386	Segregation and condensation protein B 
OGCOPLJJ_01927	CDS	924	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
OGCOPLJJ_01928	CDS	657	bioD_2	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
OGCOPLJJ_01929	CDS	750	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
OGCOPLJJ_01930	CDS	1164	bioF_2	2.3.1.47		8-amino-7-oxononanoate synthase
OGCOPLJJ_01931	CDS	1281	bioA_2	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
OGCOPLJJ_01932	CDS	735				hypothetical protein
OGCOPLJJ_01933	CDS	375				hypothetical protein
OGCOPLJJ_01934	CDS	345				hypothetical protein
OGCOPLJJ_01935	CDS	189				hypothetical protein
OGCOPLJJ_01936	CDS	2271	iutA_1			Ferric aerobactin receptor
OGCOPLJJ_01937	CDS	1236	ybdG_1		COG0668	Miniconductance mechanosensitive channel YbdG
OGCOPLJJ_01938	CDS	252				hypothetical protein
OGCOPLJJ_01939	CDS	252				hypothetical protein
OGCOPLJJ_01940	CDS	1236	ybdG_2		COG0668	Miniconductance mechanosensitive channel YbdG
OGCOPLJJ_01941	CDS	2271	iutA_2			Ferric aerobactin receptor
OGCOPLJJ_01942	CDS	189				hypothetical protein
OGCOPLJJ_01943	CDS	345				hypothetical protein
OGCOPLJJ_01944	CDS	375				hypothetical protein
OGCOPLJJ_01945	CDS	1302				hypothetical protein
OGCOPLJJ_01946	CDS	282				hypothetical protein
OGCOPLJJ_01947	CDS	285				hypothetical protein
OGCOPLJJ_01948	CDS	348				hypothetical protein
OGCOPLJJ_01949	CDS	1134	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
OGCOPLJJ_01950	CDS	141				hypothetical protein
OGCOPLJJ_01951	CDS	909				hypothetical protein
OGCOPLJJ_01952	CDS	369	ybaN_1		COG2832	Inner membrane protein YbaN
OGCOPLJJ_01953	CDS	504				hypothetical protein
OGCOPLJJ_01954	tRNA	74				tRNA-Asp(gtc)
OGCOPLJJ_01955	tRNA	76				tRNA-Val(tac)
OGCOPLJJ_01956	tRNA	76				tRNA-Val(tac)
OGCOPLJJ_01957	tRNA	77				tRNA-Asp(gtc)
OGCOPLJJ_01958	tRNA	76				tRNA-Val(tac)
OGCOPLJJ_01959	CDS	153				hypothetical protein
OGCOPLJJ_01960	tRNA	76				tRNA-Val(tac)
OGCOPLJJ_01961	tRNA	77				tRNA-Asp(gtc)
OGCOPLJJ_01962	tRNA	76				tRNA-Val(tac)
OGCOPLJJ_01963	tRNA	76				tRNA-Val(tac)
OGCOPLJJ_01964	tRNA	74				tRNA-Asp(gtc)
OGCOPLJJ_01965	CDS	504				hypothetical protein
OGCOPLJJ_01966	CDS	369	ybaN_2		COG2832	Inner membrane protein YbaN
OGCOPLJJ_01967	CDS	909				hypothetical protein
OGCOPLJJ_01968	CDS	141				hypothetical protein
OGCOPLJJ_01969	CDS	1134	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
OGCOPLJJ_01970	CDS	348				hypothetical protein
OGCOPLJJ_01971	CDS	285				hypothetical protein
OGCOPLJJ_01972	CDS	282				hypothetical protein
OGCOPLJJ_01973	CDS	1302				hypothetical protein
OGCOPLJJ_01974	CDS	1083				hypothetical protein
OGCOPLJJ_01975	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
OGCOPLJJ_01976	CDS	582				Single-stranded DNA-binding protein
OGCOPLJJ_01977	CDS	324				hypothetical protein
OGCOPLJJ_01978	CDS	696				hypothetical protein
OGCOPLJJ_01979	CDS	549	sutR_3		COG1396	HTH-type transcriptional regulator SutR
OGCOPLJJ_01980	CDS	1443	gabP_1		COG1113	GABA permease
OGCOPLJJ_01981	CDS	1545	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
OGCOPLJJ_01982	CDS	1293	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
OGCOPLJJ_01983	CDS	1449	gabD_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
OGCOPLJJ_01984	CDS	975	dmlR_8			HTH-type transcriptional regulator DmlR
OGCOPLJJ_01985	CDS	627	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
OGCOPLJJ_01986	CDS	873				hypothetical protein
OGCOPLJJ_01987	CDS	306	doxA			Naphthalene 1,2-dioxygenase system, ferredoxin component
OGCOPLJJ_01988	CDS	300				hypothetical protein
OGCOPLJJ_01989	CDS	1068				hypothetical protein
OGCOPLJJ_01990	CDS	765	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
OGCOPLJJ_01991	CDS	930				hypothetical protein
OGCOPLJJ_01992	CDS	777	andAa	1.18.1.3		Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component
OGCOPLJJ_01993	CDS	1224	gudP_1			putative glucarate transporter
OGCOPLJJ_01994	CDS	522				hypothetical protein
OGCOPLJJ_01995	CDS	825	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
OGCOPLJJ_01996	CDS	795	baiA	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
OGCOPLJJ_01997	CDS	792	nadX	1.4.1.21	COG1712	L-aspartate dehydrogenase
OGCOPLJJ_01998	CDS	1467	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
OGCOPLJJ_01999	CDS	1641	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
OGCOPLJJ_02000	CDS	1197				hypothetical protein
OGCOPLJJ_02001	CDS	858	emrA_2			Colistin resistance protein EmrA
OGCOPLJJ_02002	CDS	1548	emrB_2			Colistin resistance protein EmrB
OGCOPLJJ_02003	CDS	822				hypothetical protein
OGCOPLJJ_02004	CDS	1587				hypothetical protein
OGCOPLJJ_02005	CDS	1329	bepC			Outer membrane efflux protein BepC
OGCOPLJJ_02006	CDS	1164				hypothetical protein
OGCOPLJJ_02007	CDS	969	surE_2	3.1.3.5		5'/3'-nucleotidase SurE
OGCOPLJJ_02008	CDS	645				hypothetical protein
OGCOPLJJ_02009	CDS	441				hypothetical protein
OGCOPLJJ_02010	CDS	1332				hypothetical protein
OGCOPLJJ_02011	CDS	309				hypothetical protein
OGCOPLJJ_02012	CDS	549				hypothetical protein
OGCOPLJJ_02013	CDS	642				hypothetical protein
OGCOPLJJ_02014	CDS	2076	ppk_1	2.7.4.1		Polyphosphate kinase
OGCOPLJJ_02015	CDS	912	pqqB_1		COG1235	Coenzyme PQQ synthesis protein B
OGCOPLJJ_02016	CDS	759	pqqC_1	1.3.3.11	COG5424	Pyrroloquinoline-quinone synthase
OGCOPLJJ_02017	CDS	285	pqqD_1			PqqA binding protein
OGCOPLJJ_02018	CDS	1155	pqqE_1	1.21.98.4	COG0535	PqqA peptide cyclase
OGCOPLJJ_02019	CDS	1077				hypothetical protein
OGCOPLJJ_02020	CDS	1077				hypothetical protein
OGCOPLJJ_02021	CDS	1155	pqqE_2	1.21.98.4	COG0535	PqqA peptide cyclase
OGCOPLJJ_02022	CDS	285	pqqD_2			PqqA binding protein
OGCOPLJJ_02023	CDS	759	pqqC_2	1.3.3.11	COG5424	Pyrroloquinoline-quinone synthase
OGCOPLJJ_02024	CDS	912	pqqB_2		COG1235	Coenzyme PQQ synthesis protein B
OGCOPLJJ_02025	CDS	2076	ppk_2	2.7.4.1		Polyphosphate kinase
OGCOPLJJ_02026	CDS	582	bepF_1			Efflux pump periplasmic linker BepF
OGCOPLJJ_02027	CDS	3180	oqxB7_1			multidrug efflux RND transporter permease subunit OqxB7
OGCOPLJJ_02028	CDS	1449	ttgC_1		COG1538	putative efflux pump outer membrane protein TtgC
OGCOPLJJ_02029	CDS	1254	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
OGCOPLJJ_02030	CDS	1254	glyA_2	2.1.2.1	COG0112	Serine hydroxymethyltransferase
OGCOPLJJ_02031	CDS	1449	ttgC_2		COG1538	putative efflux pump outer membrane protein TtgC
OGCOPLJJ_02032	CDS	3180	oqxB7_2			multidrug efflux RND transporter permease subunit OqxB7
OGCOPLJJ_02033	CDS	582	bepF_2			Efflux pump periplasmic linker BepF
OGCOPLJJ_02034	CDS	549				hypothetical protein
OGCOPLJJ_02035	CDS	636	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
OGCOPLJJ_02036	CDS	1323	lplT			Lysophospholipid transporter LplT
OGCOPLJJ_02037	CDS	2721	bamA_1			Outer membrane protein assembly factor BamA
OGCOPLJJ_02038	CDS	4506				hypothetical protein
OGCOPLJJ_02039	CDS	360				hypothetical protein
OGCOPLJJ_02040	CDS	231				hypothetical protein
OGCOPLJJ_02041	CDS	2640	acnB	4.2.1.3	COG1049	Aconitate hydratase B
OGCOPLJJ_02042	CDS	879	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
OGCOPLJJ_02043	CDS	510	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
OGCOPLJJ_02044	CDS	1410		5.4.4.3	COG0174	3-hydroxylaminophenol mutase
OGCOPLJJ_02045	CDS	1332	dtpT		COG3104	Di-/tripeptide transporter
OGCOPLJJ_02046	CDS	1803				hypothetical protein
OGCOPLJJ_02047	CDS	585	trpG_1	4.1.3.27	COG0512	Anthranilate synthase component 2
OGCOPLJJ_02048	CDS	2700	pepN	3.4.11.2		Aminopeptidase N
OGCOPLJJ_02049	CDS	2733	btuB_2			Vitamin B12 transporter BtuB
OGCOPLJJ_02050	CDS	1650	eptA_1	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
OGCOPLJJ_02051	CDS	675	qseB_1			Transcriptional regulatory protein QseB
OGCOPLJJ_02052	CDS	1335	qseC_1	2.7.13.3		Sensor protein QseC
OGCOPLJJ_02053	CDS	699				hypothetical protein
OGCOPLJJ_02054	CDS	1188	amtB_3			Ammonia channel
OGCOPLJJ_02055	CDS	1188	amtB_4			Ammonia channel
OGCOPLJJ_02056	CDS	699				hypothetical protein
OGCOPLJJ_02057	CDS	1335	qseC_2	2.7.13.3		Sensor protein QseC
OGCOPLJJ_02058	CDS	675	qseB_2			Transcriptional regulatory protein QseB
OGCOPLJJ_02059	CDS	1650	eptA_2	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
OGCOPLJJ_02060	CDS	474				hypothetical protein
OGCOPLJJ_02061	CDS	555				hypothetical protein
OGCOPLJJ_02062	CDS	1002				hypothetical protein
OGCOPLJJ_02063	CDS	819				hypothetical protein
OGCOPLJJ_02064	CDS	3867				hypothetical protein
OGCOPLJJ_02065	CDS	483				hypothetical protein
OGCOPLJJ_02066	CDS	426				hypothetical protein
OGCOPLJJ_02067	CDS	252	rpsP		COG0228	30S ribosomal protein S16
OGCOPLJJ_02068	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
OGCOPLJJ_02069	CDS	741	trmD_1	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
OGCOPLJJ_02070	CDS	369	rplS_1		COG0335	50S ribosomal protein L19
OGCOPLJJ_02071	CDS	975	lip	3.1.1.3	COG1075	Triacylglycerol lipase
OGCOPLJJ_02072	CDS	1035	lifO		COG5380	Lipase chaperone
OGCOPLJJ_02073	CDS	906	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
OGCOPLJJ_02074	CDS	657				hypothetical protein
OGCOPLJJ_02075	CDS	1020				putative HTH-type transcriptional regulator
OGCOPLJJ_02076	CDS	1041	auaH	1.1.1.394		Aurachin B dehydrogenase
OGCOPLJJ_02077	CDS	948				hypothetical protein
OGCOPLJJ_02078	CDS	921	ephA_1	3.3.2.10		Epoxide hydrolase A
OGCOPLJJ_02079	CDS	1506		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
OGCOPLJJ_02080	CDS	924				hypothetical protein
OGCOPLJJ_02081	CDS	921	dmlR_9			HTH-type transcriptional regulator DmlR
OGCOPLJJ_02082	CDS	681	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
OGCOPLJJ_02083	CDS	831				hypothetical protein
OGCOPLJJ_02084	CDS	993				hypothetical protein
OGCOPLJJ_02085	CDS	1020				hypothetical protein
OGCOPLJJ_02086	CDS	498				hypothetical protein
OGCOPLJJ_02087	CDS	333				hypothetical protein
OGCOPLJJ_02088	CDS	399				hypothetical protein
OGCOPLJJ_02089	CDS	507				hypothetical protein
OGCOPLJJ_02090	CDS	363				hypothetical protein
OGCOPLJJ_02091	CDS	3426				hypothetical protein
OGCOPLJJ_02092	CDS	390				hypothetical protein
OGCOPLJJ_02093	CDS	579				hypothetical protein
OGCOPLJJ_02094	CDS	237				hypothetical protein
OGCOPLJJ_02095	CDS	237				hypothetical protein
OGCOPLJJ_02096	CDS	579				hypothetical protein
OGCOPLJJ_02097	CDS	390				hypothetical protein
OGCOPLJJ_02098	CDS	3447				hypothetical protein
OGCOPLJJ_02099	CDS	363				hypothetical protein
OGCOPLJJ_02100	CDS	507				hypothetical protein
OGCOPLJJ_02101	CDS	399				hypothetical protein
OGCOPLJJ_02102	CDS	246				hypothetical protein
OGCOPLJJ_02103	CDS	306				hypothetical protein
OGCOPLJJ_02104	CDS	306				hypothetical protein
OGCOPLJJ_02105	CDS	486	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
OGCOPLJJ_02106	CDS	420	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
OGCOPLJJ_02107	CDS	1431	alaA_1	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
OGCOPLJJ_02108	CDS	1308	gltT			Proton/sodium-glutamate symport protein
OGCOPLJJ_02109	CDS	1068	ansB	3.5.1.38		Glutaminase-asparaginase
OGCOPLJJ_02110	CDS	3564	dnaE_2	2.7.7.7	COG0587	DNA polymerase III subunit alpha
OGCOPLJJ_02111	CDS	840	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
OGCOPLJJ_02112	CDS	816	cysE	2.3.1.30	COG1045	Serine acetyltransferase
OGCOPLJJ_02113	CDS	942				hypothetical protein
OGCOPLJJ_02114	CDS	288				hypothetical protein
OGCOPLJJ_02115	CDS	510				hypothetical protein
OGCOPLJJ_02116	CDS	969				hypothetical protein
OGCOPLJJ_02117	CDS	165				hypothetical protein
OGCOPLJJ_02118	CDS	378				hypothetical protein
OGCOPLJJ_02119	CDS	378				hypothetical protein
OGCOPLJJ_02120	CDS	165				hypothetical protein
OGCOPLJJ_02121	CDS	969				hypothetical protein
OGCOPLJJ_02122	CDS	510				hypothetical protein
OGCOPLJJ_02123	CDS	288				hypothetical protein
OGCOPLJJ_02124	CDS	897	yjiE_1			HTH-type transcriptional regulator YjiE
OGCOPLJJ_02125	CDS	897	pcpR_1			PCP degradation transcriptional activation protein
OGCOPLJJ_02126	CDS	1173	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
OGCOPLJJ_02127	CDS	1410	atoE_1		COG2031	Putative short-chain fatty acid transporter
OGCOPLJJ_02128	CDS	642	scoB_1	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
OGCOPLJJ_02129	CDS	705	scoA_1	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
OGCOPLJJ_02130	CDS	705	scoA_2	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
OGCOPLJJ_02131	CDS	642	scoB_2	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
OGCOPLJJ_02132	CDS	1410	atoE_2		COG2031	Putative short-chain fatty acid transporter
OGCOPLJJ_02133	CDS	1173	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
OGCOPLJJ_02134	CDS	897	pcpR_2			PCP degradation transcriptional activation protein
OGCOPLJJ_02135	CDS	897	yjiE_2			HTH-type transcriptional regulator YjiE
OGCOPLJJ_02136	CDS	648				hypothetical protein
OGCOPLJJ_02137	CDS	1629				hypothetical protein
OGCOPLJJ_02138	CDS	465	bfr_1	1.16.3.1	COG2193	Bacterioferritin
OGCOPLJJ_02139	CDS	195	bfd_1		COG2906	Bacterioferritin-associated ferredoxin
OGCOPLJJ_02140	CDS	384	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
OGCOPLJJ_02141	CDS	2106	spoT_1		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
OGCOPLJJ_02142	CDS	2106	spoT_2		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
OGCOPLJJ_02143	CDS	384	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
OGCOPLJJ_02144	CDS	195	bfd_2		COG2906	Bacterioferritin-associated ferredoxin
OGCOPLJJ_02145	CDS	465	bfr_2	1.16.3.1	COG2193	Bacterioferritin
OGCOPLJJ_02146	CDS	1629				hypothetical protein
OGCOPLJJ_02147	CDS	648				hypothetical protein
OGCOPLJJ_02148	CDS	849	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
OGCOPLJJ_02149	CDS	783				hypothetical protein
OGCOPLJJ_02150	CDS	909	argB	2.7.2.8	COG0548	Acetylglutamate kinase
OGCOPLJJ_02151	CDS	1419	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
OGCOPLJJ_02152	CDS	453	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
OGCOPLJJ_02153	CDS	2040	rep_2	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
OGCOPLJJ_02154	CDS	120				hypothetical protein
OGCOPLJJ_02155	CDS	654	yiaD		COG2885	putative lipoprotein YiaD
OGCOPLJJ_02156	CDS	927	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
OGCOPLJJ_02157	CDS	1047				hypothetical protein
OGCOPLJJ_02158	CDS	723	minC		COG0850	Septum site-determining protein MinC
