locus_tag	ftype	length_bp	gene	EC_number	COG	product
KOOEHCHE_00975	CDS	378				hypothetical protein
KOOEHCHE_00976	CDS	312				hypothetical protein
KOOEHCHE_00977	CDS	234				hypothetical protein
KOOEHCHE_00978	CDS	2097				hypothetical protein
KOOEHCHE_00979	CDS	1176				hypothetical protein
KOOEHCHE_00980	CDS	1056				hypothetical protein
KOOEHCHE_00981	CDS	486				hypothetical protein
KOOEHCHE_00982	CDS	363				hypothetical protein
KOOEHCHE_00983	CDS	1047				hypothetical protein
KOOEHCHE_00984	CDS	537				hypothetical protein
KOOEHCHE_00985	CDS	1272				hypothetical protein
KOOEHCHE_00986	CDS	396				hypothetical protein
KOOEHCHE_00987	CDS	549	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
KOOEHCHE_00988	CDS	1500				hypothetical protein
KOOEHCHE_00989	CDS	2376	pucD	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
KOOEHCHE_00990	CDS	984				hypothetical protein
KOOEHCHE_00991	CDS	696	mutS2	3.1.-.-		Endonuclease MutS2
KOOEHCHE_00992	CDS	807	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
KOOEHCHE_00993	CDS	1056	trpD_2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
KOOEHCHE_00994	CDS	2733	btuB_1			Vitamin B12 transporter BtuB
KOOEHCHE_00995	CDS	2700	pepN_2	3.4.11.2		Aminopeptidase N
KOOEHCHE_00996	CDS	585	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
KOOEHCHE_00997	CDS	1803				hypothetical protein
KOOEHCHE_00998	CDS	1542	dtpT		COG3104	Di-/tripeptide transporter
KOOEHCHE_00999	CDS	1410		5.4.4.3	COG0174	3-hydroxylaminophenol mutase
KOOEHCHE_01000	CDS	510	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
KOOEHCHE_01001	CDS	879	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
KOOEHCHE_01002	CDS	1308				hypothetical protein
KOOEHCHE_01003	CDS	201				hypothetical protein
KOOEHCHE_01004	CDS	444				hypothetical protein
KOOEHCHE_01005	tRNA	76				tRNA-Asn(gtt)
KOOEHCHE_01006	tRNA	76				tRNA-Asn(gtt)
KOOEHCHE_01007	tRNA	76				tRNA-Asn(gtt)
KOOEHCHE_01008	CDS	627	sodB	1.15.1.1		Superoxide dismutase [Fe]
KOOEHCHE_01009	CDS	759			COG0327	GTP cyclohydrolase 1 type 2 
KOOEHCHE_01010	CDS	1176	degS	3.4.21.107	COG0265	Serine endoprotease DegS
KOOEHCHE_01011	CDS	1239	cca		COG0617	Multifunctional CCA protein
KOOEHCHE_01012	CDS	2271	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
KOOEHCHE_01013	CDS	2850				hypothetical protein
KOOEHCHE_01014	CDS	723	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
KOOEHCHE_01015	CDS	837	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
KOOEHCHE_01016	CDS	1383	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
KOOEHCHE_01017	CDS	537				hypothetical protein
KOOEHCHE_01018	CDS	384				hypothetical protein
KOOEHCHE_01019	CDS	2466	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
KOOEHCHE_01020	CDS	1014	lipA_1	2.8.1.8	COG0320	Lipoyl synthase
KOOEHCHE_01021	CDS	1413	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
KOOEHCHE_01022	CDS	135				hypothetical protein
KOOEHCHE_01023	CDS	1215				L-lactate transporter
KOOEHCHE_01024	CDS	1347	nrtP		COG2223	Nitrate/nitrite transporter NrtP
KOOEHCHE_01025	CDS	1071				hypothetical protein
KOOEHCHE_01026	CDS	828	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
KOOEHCHE_01027	CDS	753	rpsB		COG0052	30S ribosomal protein S2
KOOEHCHE_01028	CDS	876	tsf		COG0264	Elongation factor Ts
KOOEHCHE_01029	CDS	486				hypothetical protein
KOOEHCHE_01030	CDS	825	rhaS_1			HTH-type transcriptional activator RhaS
KOOEHCHE_01031	CDS	717				hypothetical protein
KOOEHCHE_01032	CDS	318				hypothetical protein
KOOEHCHE_01033	CDS	453				hypothetical protein
KOOEHCHE_01034	CDS	618	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
KOOEHCHE_01035	CDS	1002	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
KOOEHCHE_01036	CDS	1143	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
KOOEHCHE_01037	CDS	651				hypothetical protein
KOOEHCHE_01038	CDS	813	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
KOOEHCHE_01039	CDS	774	yadH		COG0842	Inner membrane transport permease YadH
KOOEHCHE_01040	CDS	936	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
KOOEHCHE_01041	CDS	987	xerC_2			Tyrosine recombinase XerC
KOOEHCHE_01042	CDS	789				hypothetical protein
KOOEHCHE_01043	CDS	273				hypothetical protein
KOOEHCHE_01044	CDS	270				hypothetical protein
KOOEHCHE_01045	CDS	195				hypothetical protein
KOOEHCHE_01046	CDS	480				hypothetical protein
KOOEHCHE_01047	CDS	369				hypothetical protein
KOOEHCHE_01048	CDS	609				hypothetical protein
KOOEHCHE_01049	CDS	858				hypothetical protein
KOOEHCHE_01050	CDS	228				hypothetical protein
KOOEHCHE_01051	CDS	345				hypothetical protein
KOOEHCHE_01052	CDS	279				hypothetical protein
KOOEHCHE_01053	CDS	378				hypothetical protein
KOOEHCHE_01054	CDS	2268				hypothetical protein
KOOEHCHE_01055	CDS	216				hypothetical protein
KOOEHCHE_01056	CDS	663				hypothetical protein
KOOEHCHE_01057	CDS	201				hypothetical protein
KOOEHCHE_01058	CDS	1275	gltA_1	2.3.3.16	COG0372	Citrate synthase
KOOEHCHE_01059	CDS	486				hypothetical protein
KOOEHCHE_01060	CDS	933	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
KOOEHCHE_01061	CDS	525				hypothetical protein
KOOEHCHE_01062	CDS	207				hypothetical protein
KOOEHCHE_01063	CDS	1887	rpoD_1		COG0568	RNA polymerase sigma factor RpoD
KOOEHCHE_01064	CDS	288				hypothetical protein
KOOEHCHE_01065	CDS	654	lipB_1	2.3.1.181	COG0321	Octanoyltransferase
KOOEHCHE_01066	CDS	534				hypothetical protein
KOOEHCHE_01067	CDS	1185	dhaT_2	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
KOOEHCHE_01068	CDS	1386	plaP_1		COG0531	Low-affinity putrescine importer PlaP
KOOEHCHE_01069	CDS	561	fldP_1			Flavodoxin FldP
KOOEHCHE_01070	CDS	381	yybR_1		COG1733	putative HTH-type transcriptional regulator YybR
KOOEHCHE_01071	CDS	474	trmL_1	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
KOOEHCHE_01072	CDS	1374	cysG_1		COG0007	Siroheme synthase
KOOEHCHE_01073	CDS	1272	serS_1	6.1.1.11	COG0172	Serine--tRNA ligase
KOOEHCHE_01074	CDS	789				hypothetical protein
KOOEHCHE_01075	CDS	696	lolA_1		COG2834	Outer-membrane lipoprotein carrier protein
KOOEHCHE_01076	CDS	258	rpmA_1		COG0211	50S ribosomal protein L27
KOOEHCHE_01077	CDS	312	rplU_1		COG0261	50S ribosomal protein L21
KOOEHCHE_01078	CDS	978	sdsA_1	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
KOOEHCHE_01079	CDS	2061				hypothetical protein
KOOEHCHE_01080	CDS	627				hypothetical protein
KOOEHCHE_01081	CDS	1251	acrA_1			Multidrug efflux pump subunit AcrA
KOOEHCHE_01082	CDS	3177	mexB_1		COG0841	Multidrug resistance protein MexB
KOOEHCHE_01083	CDS	1455	oprM_1		COG1538	Outer membrane protein OprM
KOOEHCHE_01084	CDS	351				hypothetical protein
KOOEHCHE_01085	CDS	435				hypothetical protein
KOOEHCHE_01086	CDS	435				hypothetical protein
KOOEHCHE_01087	CDS	807	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
KOOEHCHE_01088	CDS	678				hypothetical protein
KOOEHCHE_01089	CDS	2880	valS_1	6.1.1.9	COG0525	Valine--tRNA ligase
KOOEHCHE_01090	CDS	408				hypothetical protein
KOOEHCHE_01091	CDS	228				hypothetical protein
KOOEHCHE_01092	CDS	228				hypothetical protein
KOOEHCHE_01093	CDS	408				hypothetical protein
KOOEHCHE_01094	CDS	2880	valS_2	6.1.1.9	COG0525	Valine--tRNA ligase
KOOEHCHE_01095	CDS	678				hypothetical protein
KOOEHCHE_01096	CDS	807	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
KOOEHCHE_01097	CDS	435				hypothetical protein
KOOEHCHE_01098	CDS	435				hypothetical protein
KOOEHCHE_01099	CDS	351				hypothetical protein
KOOEHCHE_01100	CDS	1455	oprM_2		COG1538	Outer membrane protein OprM
KOOEHCHE_01101	CDS	3177	mexB_2		COG0841	Multidrug resistance protein MexB
KOOEHCHE_01102	CDS	1251	acrA_2			Multidrug efflux pump subunit AcrA
KOOEHCHE_01103	CDS	627				hypothetical protein
KOOEHCHE_01104	CDS	2061				hypothetical protein
KOOEHCHE_01105	CDS	978	sdsA_2	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
KOOEHCHE_01106	CDS	312	rplU_2		COG0261	50S ribosomal protein L21
KOOEHCHE_01107	CDS	258	rpmA_2		COG0211	50S ribosomal protein L27
KOOEHCHE_01108	CDS	696	lolA_2		COG2834	Outer-membrane lipoprotein carrier protein
KOOEHCHE_01109	CDS	789				hypothetical protein
KOOEHCHE_01110	CDS	1272	serS_2	6.1.1.11	COG0172	Serine--tRNA ligase
KOOEHCHE_01111	CDS	1374	cysG_2		COG0007	Siroheme synthase
KOOEHCHE_01112	CDS	474	trmL_2	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
KOOEHCHE_01113	CDS	381	yybR_2		COG1733	putative HTH-type transcriptional regulator YybR
KOOEHCHE_01114	CDS	561	fldP_2			Flavodoxin FldP
KOOEHCHE_01115	CDS	1386	plaP_2		COG0531	Low-affinity putrescine importer PlaP
KOOEHCHE_01116	CDS	1185	dhaT_3	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
KOOEHCHE_01117	CDS	534				hypothetical protein
KOOEHCHE_01118	CDS	654	lipB_2	2.3.1.181	COG0321	Octanoyltransferase
KOOEHCHE_01119	CDS	288				hypothetical protein
KOOEHCHE_01120	CDS	1887	rpoD_2		COG0568	RNA polymerase sigma factor RpoD
KOOEHCHE_01121	CDS	207				hypothetical protein
KOOEHCHE_01122	CDS	525				hypothetical protein
KOOEHCHE_01123	CDS	933	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
KOOEHCHE_01124	CDS	486				hypothetical protein
KOOEHCHE_01125	CDS	1275	gltA_2	2.3.3.16	COG0372	Citrate synthase
KOOEHCHE_01126	CDS	801	racE	5.1.1.3	COG0796	Glutamate racemase 1
KOOEHCHE_01127	CDS	639			COG0546	putative protein
KOOEHCHE_01128	CDS	1827				hypothetical protein
KOOEHCHE_01129	CDS	954	hutG	3.5.3.8	COG0010	Formimidoylglutamase
KOOEHCHE_01130	CDS	1206	hutI	3.5.2.7	COG1228	Imidazolonepropionase
KOOEHCHE_01131	CDS	1413	proY		COG1113	Proline-specific permease ProY
KOOEHCHE_01132	CDS	1539	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
KOOEHCHE_01133	CDS	1677	hutU	4.2.1.49	COG2987	Urocanate hydratase
KOOEHCHE_01134	CDS	576	ves			Protein Ves
KOOEHCHE_01135	CDS	753	nagR_1		COG2188	HTH-type transcriptional repressor NagR
KOOEHCHE_01136	CDS	1113	oatA	2.3.1.-		O-acetyltransferase OatA
KOOEHCHE_01137	CDS	1266	yciC		COG0523	Putative metal chaperone YciC
KOOEHCHE_01138	CDS	684				hypothetical protein
KOOEHCHE_01139	CDS	1389	aroP_2		COG1113	Aromatic amino acid transport protein AroP
KOOEHCHE_01140	CDS	1308				hypothetical protein
KOOEHCHE_01141	CDS	633	nagL	5.2.1.4		Maleylpyruvate isomerase
KOOEHCHE_01142	CDS	549	fosB	2.5.1.-		Metallothiol transferase FosB
KOOEHCHE_01143	CDS	780				hypothetical protein
KOOEHCHE_01144	CDS	1056	hpd	1.13.11.27		4-hydroxyphenylpyruvate dioxygenase
KOOEHCHE_01145	CDS	471				hypothetical protein
KOOEHCHE_01146	CDS	1344	norM_2		COG0534	Multidrug resistance protein NorM
KOOEHCHE_01147	CDS	939	panS		COG0385	Pantothenate precursors transporter PanS
KOOEHCHE_01148	CDS	645	pncA	3.5.1.19	COG1335	Nicotinamidase
KOOEHCHE_01149	CDS	894	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
KOOEHCHE_01150	CDS	606				hypothetical protein
KOOEHCHE_01151	CDS	720	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
KOOEHCHE_01152	CDS	204				hypothetical protein
KOOEHCHE_01153	CDS	840	yfdC		COG2116	Inner membrane protein YfdC
KOOEHCHE_01154	CDS	1266	rarA		COG2256	Replication-associated recombination protein A
KOOEHCHE_01155	CDS	1173	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
KOOEHCHE_01156	CDS	459				hypothetical protein
KOOEHCHE_01157	CDS	159				hypothetical protein
KOOEHCHE_01158	CDS	738				hypothetical protein
KOOEHCHE_01159	CDS	363				hypothetical protein
KOOEHCHE_01160	CDS	1035	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
KOOEHCHE_01161	CDS	537				hypothetical protein
KOOEHCHE_01162	CDS	246				hypothetical protein
KOOEHCHE_01163	CDS	561	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
KOOEHCHE_01164	CDS	1029	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
KOOEHCHE_01165	CDS	1425	norG_3		COG1167	HTH-type transcriptional regulator NorG
KOOEHCHE_01166	CDS	375				hypothetical protein
KOOEHCHE_01167	CDS	903	dmlR_5			HTH-type transcriptional regulator DmlR
KOOEHCHE_01168	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
KOOEHCHE_01169	CDS	1191	ydhP_1		COG2814	Inner membrane transport protein YdhP
KOOEHCHE_01170	CDS	654				hypothetical protein
KOOEHCHE_01171	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
KOOEHCHE_01172	CDS	351				hypothetical protein
KOOEHCHE_01173	CDS	1113	dnaJ		COG0484	Chaperone protein DnaJ
KOOEHCHE_01174	CDS	378				hypothetical protein
KOOEHCHE_01175	CDS	3126	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
KOOEHCHE_01176	CDS	1101	mdtA_1			Multidrug resistance protein MdtA
KOOEHCHE_01177	CDS	624				hypothetical protein
KOOEHCHE_01178	CDS	2685	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
KOOEHCHE_01179	CDS	1296	rutG		COG2233	Putative pyrimidine permease RutG
KOOEHCHE_01180	CDS	891	cysL		COG0583	HTH-type transcriptional regulator CysL
KOOEHCHE_01181	CDS	732				hypothetical protein
KOOEHCHE_01182	CDS	1290				hypothetical protein
KOOEHCHE_01183	CDS	1830	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
KOOEHCHE_01184	CDS	963	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
KOOEHCHE_01185	CDS	1305	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
KOOEHCHE_01186	CDS	144				hypothetical protein
KOOEHCHE_01187	CDS	1479				hypothetical protein
KOOEHCHE_01188	CDS	693				hypothetical protein
KOOEHCHE_01189	CDS	600	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
KOOEHCHE_01190	CDS	702				hypothetical protein
KOOEHCHE_01191	CDS	633				hypothetical protein
KOOEHCHE_01192	CDS	465				hypothetical protein
KOOEHCHE_01193	CDS	1095	desA3_1	1.14.19.-	COG3239	NADPH-dependent stearoyl-CoA 9-desaturase
KOOEHCHE_01194	CDS	1071		1.-.-.-	COG1018	NADPH oxidoreductase
KOOEHCHE_01195	CDS	696	fabR_1		COG1309	HTH-type transcriptional repressor FabR
KOOEHCHE_01196	CDS	1017				hypothetical protein
KOOEHCHE_01197	CDS	2838	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
KOOEHCHE_01198	CDS	639	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
KOOEHCHE_01199	CDS	705				hypothetical protein
KOOEHCHE_01200	CDS	1299	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
KOOEHCHE_01201	CDS	612	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
KOOEHCHE_01202	CDS	378				hypothetical protein
KOOEHCHE_01203	CDS	1464				hypothetical protein
KOOEHCHE_01204	CDS	633				hypothetical protein
KOOEHCHE_01205	CDS	384				hypothetical protein
KOOEHCHE_01206	CDS	2763				hypothetical protein
KOOEHCHE_01207	CDS	816	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
KOOEHCHE_01208	CDS	1395	tcyP		COG1823	L-cystine uptake protein TcyP
KOOEHCHE_01209	CDS	882	gltR_1		COG0583	HTH-type transcriptional regulator GltR
KOOEHCHE_01210	CDS	1179				hypothetical protein
KOOEHCHE_01211	CDS	411				hypothetical protein
KOOEHCHE_01212	CDS	492				hypothetical protein
KOOEHCHE_01213	CDS	1257	icd_1	1.1.1.42		Isocitrate dehydrogenase [NADP]
KOOEHCHE_01214	CDS	789				hypothetical protein
KOOEHCHE_01215	CDS	2238	icd_2	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
KOOEHCHE_01216	CDS	1704				hypothetical protein
KOOEHCHE_01217	CDS	1320	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
KOOEHCHE_01218	CDS	1287	ndh	1.6.99.3	COG1252	NADH dehydrogenase
KOOEHCHE_01219	CDS	483	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
KOOEHCHE_01220	CDS	1443	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
KOOEHCHE_01221	CDS	741				hypothetical protein
KOOEHCHE_01222	CDS	897				hypothetical protein
KOOEHCHE_01223	CDS	1251	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KOOEHCHE_01224	CDS	1653				hypothetical protein
KOOEHCHE_01225	CDS	237				hypothetical protein
KOOEHCHE_01226	CDS	906				hypothetical protein
KOOEHCHE_01227	CDS	1137	sacA	5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
KOOEHCHE_01228	CDS	1221				hypothetical protein
KOOEHCHE_01229	CDS	702				hypothetical protein
KOOEHCHE_01230	CDS	1047		1.13.12.-	COG2070	Nitronate monooxygenase
KOOEHCHE_01231	CDS	1026	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
KOOEHCHE_01232	CDS	1209				hypothetical protein
KOOEHCHE_01233	CDS	657				hypothetical protein
KOOEHCHE_01234	CDS	1134	proB	2.7.2.11		Glutamate 5-kinase
KOOEHCHE_01235	CDS	1221	obg	3.6.5.-		GTPase Obg
KOOEHCHE_01236	CDS	675				hypothetical protein
KOOEHCHE_01237	CDS	735				hypothetical protein
KOOEHCHE_01238	CDS	1458	gap2	1.2.1.-		Glyceraldehyde-3-phosphate dehydrogenase-like protein
KOOEHCHE_01239	CDS	945	rarD		COG2962	Protein RarD
KOOEHCHE_01240	CDS	588	blc		COG3040	Outer membrane lipoprotein Blc
KOOEHCHE_01241	CDS	2022	uvrB		COG0556	UvrABC system protein B
KOOEHCHE_01242	CDS	792				hypothetical protein
KOOEHCHE_01243	CDS	1437				hypothetical protein
KOOEHCHE_01244	CDS	180				hypothetical protein
KOOEHCHE_01245	CDS	1236	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
KOOEHCHE_01246	CDS	411				hypothetical protein
KOOEHCHE_01247	CDS	438				hypothetical protein
KOOEHCHE_01248	CDS	429				hypothetical protein
KOOEHCHE_01249	tRNA	76				tRNA-Asn(gtt)
KOOEHCHE_01250	CDS	759	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
KOOEHCHE_01251	CDS	813				hypothetical protein
KOOEHCHE_01252	CDS	879	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
KOOEHCHE_01253	CDS	777	fucA	4.1.2.17		L-fuculose phosphate aldolase
KOOEHCHE_01254	CDS	1434	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
KOOEHCHE_01255	CDS	1488	comM		COG0606	Competence protein ComM
KOOEHCHE_01256	CDS	228	ubiK			Ubiquinone biosynthesis accessory factor UbiK
KOOEHCHE_01257	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
KOOEHCHE_01258	CDS	1398	amtB_1			Ammonia channel
KOOEHCHE_01259	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
KOOEHCHE_01260	CDS	1086	ribD		COG0117	Riboflavin biosynthesis protein RibD
KOOEHCHE_01261	CDS	1293				hypothetical protein
KOOEHCHE_01262	CDS	660	ribE	2.5.1.9		Riboflavin synthase
KOOEHCHE_01263	CDS	219				hypothetical protein
KOOEHCHE_01264	CDS	636				hypothetical protein
KOOEHCHE_01265	CDS	408				hypothetical protein
KOOEHCHE_01266	CDS	1449	pepA	3.4.11.10		cytosol aminopeptidase
KOOEHCHE_01267	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
KOOEHCHE_01268	CDS	1071	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
KOOEHCHE_01269	CDS	1548	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
KOOEHCHE_01270	CDS	1185		3.4.21.-		putative CtpA-like serine protease
KOOEHCHE_01271	CDS	1422	atoC		COG2204	Regulatory protein AtoC
KOOEHCHE_01272	CDS	1569	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
KOOEHCHE_01273	CDS	636	gacA			Response regulator GacA
KOOEHCHE_01274	CDS	1008				hypothetical protein
KOOEHCHE_01275	CDS	1140	thrC	4.2.3.1	COG0498	Threonine synthase
KOOEHCHE_01276	CDS	1302	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
KOOEHCHE_01277	CDS	816				hypothetical protein
KOOEHCHE_01278	CDS	921	xerD		COG4974	Tyrosine recombinase XerD
KOOEHCHE_01279	CDS	300				hypothetical protein
KOOEHCHE_01280	CDS	1854	feoB		COG0370	Fe(2+) transporter FeoB
KOOEHCHE_01281	CDS	252				hypothetical protein
KOOEHCHE_01282	CDS	1347	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
KOOEHCHE_01283	CDS	1197	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
KOOEHCHE_01284	CDS	933	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
KOOEHCHE_01285	CDS	537	dksA		COG1734	RNA polymerase-binding transcription factor DksA
KOOEHCHE_01286	CDS	813	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
KOOEHCHE_01287	CDS	627	nudF	3.6.1.13		ADP-ribose pyrophosphatase
KOOEHCHE_01288	CDS	1878	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
KOOEHCHE_01289	CDS	1065				hypothetical protein
KOOEHCHE_01290	CDS	582				hypothetical protein
KOOEHCHE_01291	CDS	906				hypothetical protein
KOOEHCHE_01292	CDS	1347	tolC		COG1538	Outer membrane protein TolC
KOOEHCHE_01293	CDS	723	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
KOOEHCHE_01294	CDS	270			COG2924	putative Fe(2+)-trafficking protein
KOOEHCHE_01295	CDS	1380	argH	4.3.2.1	COG0165	Argininosuccinate lyase
KOOEHCHE_01296	CDS	1140				hypothetical protein
KOOEHCHE_01297	CDS	741	btsR		COG3279	Transcriptional regulatory protein BtsR
KOOEHCHE_01298	CDS	930	hemC_1	2.5.1.61	COG0181	Porphobilinogen deaminase
KOOEHCHE_01299	CDS	768				hypothetical protein
KOOEHCHE_01300	CDS	840				hypothetical protein
KOOEHCHE_01301	CDS	1194				hypothetical protein
KOOEHCHE_01302	CDS	441		3.1.-.-	COG0824	Putative esterase
KOOEHCHE_01303	CDS	327	hvrA			Trans-acting regulatory protein HvrA
KOOEHCHE_01304	CDS	744				hypothetical protein
KOOEHCHE_01305	CDS	837				hypothetical protein
KOOEHCHE_01306	CDS	2271	xcpQ		COG1450	Secretin XcpQ
KOOEHCHE_01307	CDS	630				hypothetical protein
KOOEHCHE_01308	CDS	669	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
KOOEHCHE_01309	CDS	1494	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
KOOEHCHE_01310	tRNA	76				tRNA-Thr(tgt)
KOOEHCHE_01311	tRNA	84				tRNA-Tyr(gta)
KOOEHCHE_01312	tRNA	76				tRNA-Gly(tcc)
KOOEHCHE_01313	tRNA	75				tRNA-Thr(ggt)
KOOEHCHE_01314	CDS	111	tufB_1		COG0050	Elongation factor Tu 2
KOOEHCHE_01315	CDS	882				hypothetical protein
KOOEHCHE_01316	CDS	876				hypothetical protein
KOOEHCHE_01317	CDS	456	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
KOOEHCHE_01318	CDS	816	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
KOOEHCHE_01319	CDS	732	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
KOOEHCHE_01320	CDS	948		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
KOOEHCHE_01321	CDS	3033				hypothetical protein
KOOEHCHE_01322	CDS	621	rhtC_1		COG1280	Threonine efflux protein
KOOEHCHE_01323	CDS	540				hypothetical protein
KOOEHCHE_01324	CDS	288				hypothetical protein
KOOEHCHE_01325	CDS	273	minE			Cell division topological specificity factor
KOOEHCHE_01326	CDS	837	minD		COG2894	Septum site-determining protein MinD
KOOEHCHE_01327	CDS	723	minC		COG0850	Septum site-determining protein MinC
KOOEHCHE_01328	CDS	1047				hypothetical protein
KOOEHCHE_01329	CDS	927	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
KOOEHCHE_01330	CDS	654	yiaD		COG2885	putative lipoprotein YiaD
KOOEHCHE_01331	CDS	120				hypothetical protein
KOOEHCHE_01332	CDS	2040	rep_2	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
KOOEHCHE_01333	CDS	453	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
KOOEHCHE_01334	CDS	1419	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
KOOEHCHE_01335	CDS	909	argB	2.7.2.8	COG0548	Acetylglutamate kinase
KOOEHCHE_01336	CDS	783				hypothetical protein
