locus_tag	ftype	length_bp	gene	EC_number	COG	product
PPIPMGKO_01223	CDS	1065	srpA	1.11.1.-	COG0753	Catalase-related peroxidase
PPIPMGKO_01224	CDS	627				hypothetical protein
PPIPMGKO_01225	CDS	603				hypothetical protein
PPIPMGKO_01226	CDS	1236	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
PPIPMGKO_01227	CDS	924	moaC			Cyclic pyranopterin monophosphate synthase
PPIPMGKO_01228	CDS	486	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
PPIPMGKO_01229	CDS	255				hypothetical protein
PPIPMGKO_01230	CDS	1035	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
PPIPMGKO_01231	CDS	2274	napA	1.9.6.1		Periplasmic nitrate reductase
PPIPMGKO_01232	CDS	630	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
PPIPMGKO_01233	CDS	2781	nasA	1.7.-.-		Nitrate reductase
PPIPMGKO_01234	CDS	1623	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
PPIPMGKO_01235	CDS	2547	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
PPIPMGKO_01236	CDS	270				hypothetical protein
PPIPMGKO_01237	CDS	591	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
PPIPMGKO_01238	CDS	1011				hypothetical protein
PPIPMGKO_01239	CDS	1329	umuC_1		COG0389	Protein UmuC
PPIPMGKO_01240	CDS	456	aroQ	4.2.1.10		3-dehydroquinate dehydratase
PPIPMGKO_01241	CDS	420	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
PPIPMGKO_01242	CDS	1371	accC	6.3.4.14	COG0439	Biotin carboxylase
PPIPMGKO_01243	CDS	504				hypothetical protein
PPIPMGKO_01244	CDS	1092	hcaT			putative 3-phenylpropionic acid transporter
PPIPMGKO_01245	CDS	870			COG3039	IS5 family transposase IS17
PPIPMGKO_01246	CDS	624				hypothetical protein
PPIPMGKO_01247	CDS	795				hypothetical protein
PPIPMGKO_01248	CDS	252				hypothetical protein
PPIPMGKO_01249	CDS	894				hypothetical protein
PPIPMGKO_01250	CDS	699				hypothetical protein
PPIPMGKO_01251	CDS	1080				hypothetical protein
PPIPMGKO_01252	CDS	543				hypothetical protein
PPIPMGKO_01253	CDS	609				hypothetical protein
PPIPMGKO_01254	CDS	309				hypothetical protein
PPIPMGKO_01255	CDS	1005	RBKS	2.7.1.15		Ribokinase
PPIPMGKO_01256	CDS	2097	cntO_3		COG1629	Metal-pseudopaline receptor CntO
PPIPMGKO_01257	CDS	2940				hypothetical protein
PPIPMGKO_01258	CDS	1152		3.1.1.32	COG2829	Putative phospholipase A1
PPIPMGKO_01259	CDS	1338	ktrB		COG0168	Ktr system potassium uptake protein B
PPIPMGKO_01260	CDS	651	ktrA		COG0569	Ktr system potassium uptake protein A
PPIPMGKO_01261	CDS	1542	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
PPIPMGKO_01262	CDS	672	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
PPIPMGKO_01263	CDS	681				hypothetical protein
PPIPMGKO_01264	CDS	1521				hypothetical protein
PPIPMGKO_01265	CDS	1050	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
PPIPMGKO_01266	CDS	753				hypothetical protein
PPIPMGKO_01267	CDS	414	clpS			ATP-dependent Clp protease adapter protein ClpS
PPIPMGKO_01268	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
PPIPMGKO_01269	CDS	363				hypothetical protein
PPIPMGKO_01270	CDS	1056	aroF_1	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
PPIPMGKO_01271	CDS	918	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PPIPMGKO_01272	CDS	561				hypothetical protein
PPIPMGKO_01273	CDS	2025	fadH_2	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
PPIPMGKO_01274	CDS	408				hypothetical protein
PPIPMGKO_01275	CDS	717				hypothetical protein
PPIPMGKO_01276	CDS	1095				hypothetical protein
PPIPMGKO_01277	CDS	846				hypothetical protein
PPIPMGKO_01278	CDS	477				hypothetical protein
PPIPMGKO_01279	CDS	1410		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
PPIPMGKO_01280	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
PPIPMGKO_01281	CDS	885	rhtA_1		COG5006	Threonine/homoserine exporter RhtA
PPIPMGKO_01282	CDS	861	rhtA_2		COG5006	Threonine/homoserine exporter RhtA
PPIPMGKO_01283	CDS	444				hypothetical protein
PPIPMGKO_01284	CDS	777	yfcA		COG0730	putative membrane transporter protein YfcA
PPIPMGKO_01285	CDS	906	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
PPIPMGKO_01286	CDS	1035	lifO		COG5380	Lipase chaperone
PPIPMGKO_01287	CDS	975	lip	3.1.1.3	COG1075	Triacylglycerol lipase
PPIPMGKO_01288	CDS	369	rplS		COG0335	50S ribosomal protein L19
PPIPMGKO_01289	CDS	741	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
PPIPMGKO_01290	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
PPIPMGKO_01291	CDS	252	rpsP		COG0228	30S ribosomal protein S16
PPIPMGKO_01292	CDS	426				hypothetical protein
PPIPMGKO_01293	CDS	483				hypothetical protein
PPIPMGKO_01294	CDS	3867				hypothetical protein
PPIPMGKO_01295	CDS	819				hypothetical protein
PPIPMGKO_01296	CDS	1002				hypothetical protein
PPIPMGKO_01297	CDS	555				hypothetical protein
PPIPMGKO_01298	CDS	474				hypothetical protein
PPIPMGKO_01299	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
PPIPMGKO_01300	CDS	171	gmk	2.7.4.8	COG0194	Guanylate kinase
PPIPMGKO_01301	CDS	279	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
PPIPMGKO_01302	CDS	2106	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
PPIPMGKO_01303	CDS	384	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PPIPMGKO_01304	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
PPIPMGKO_01305	CDS	465	bfr_1	1.16.3.1	COG2193	Bacterioferritin
PPIPMGKO_01306	CDS	1629				hypothetical protein
PPIPMGKO_01307	CDS	456				hypothetical protein
PPIPMGKO_01308	CDS	351				hypothetical protein
PPIPMGKO_01309	CDS	543				hypothetical protein
PPIPMGKO_01310	CDS	483	fkpB_1	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
PPIPMGKO_01311	CDS	531	lspA_1	3.4.23.36	COG0597	Lipoprotein signal peptidase
PPIPMGKO_01312	CDS	2838	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PPIPMGKO_01313	CDS	1002	ribF_1		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
PPIPMGKO_01314	CDS	1134				hypothetical protein
PPIPMGKO_01315	CDS	567	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
PPIPMGKO_01316	CDS	621	rutR_1		COG1309	HTH-type transcriptional regulator RutR
PPIPMGKO_01317	CDS	801	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
PPIPMGKO_01318	CDS	798	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
PPIPMGKO_01319	CDS	1176	ssuD_1	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
PPIPMGKO_01320	CDS	984	ssuA_1			Putative aliphatic sulfonates-binding protein
PPIPMGKO_01321	CDS	969	ssuA_2			Putative aliphatic sulfonates-binding protein
PPIPMGKO_01322	CDS	969	ssuA_3			Putative aliphatic sulfonates-binding protein
PPIPMGKO_01323	CDS	984	ssuA_4			Putative aliphatic sulfonates-binding protein
PPIPMGKO_01324	CDS	1176	ssuD_2	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
PPIPMGKO_01325	CDS	798	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
PPIPMGKO_01326	CDS	801	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
PPIPMGKO_01327	CDS	621	rutR_2		COG1309	HTH-type transcriptional regulator RutR
PPIPMGKO_01328	CDS	567	mtnN_2	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
PPIPMGKO_01329	CDS	1134				hypothetical protein
PPIPMGKO_01330	CDS	1002	ribF_2		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
PPIPMGKO_01331	CDS	2838	ileS_2	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PPIPMGKO_01332	CDS	531	lspA_2	3.4.23.36	COG0597	Lipoprotein signal peptidase
PPIPMGKO_01333	CDS	483	fkpB_2	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
PPIPMGKO_01334	CDS	543				hypothetical protein
PPIPMGKO_01335	CDS	351				hypothetical protein
PPIPMGKO_01336	CDS	738	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PPIPMGKO_01337	CDS	921	dmlR_7			HTH-type transcriptional regulator DmlR
PPIPMGKO_01338	CDS	861	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
PPIPMGKO_01339	CDS	627	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
PPIPMGKO_01340	CDS	906	gltC_1			HTH-type transcriptional regulator GltC
PPIPMGKO_01341	CDS	432	cidA			Holin-like protein CidA
PPIPMGKO_01342	CDS	690	cidB_1		COG1346	Holin-like protein CidB
PPIPMGKO_01343	CDS	1491	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
PPIPMGKO_01344	CDS	636	paiB		COG2808	Protease synthase and sporulation protein PAI 2
PPIPMGKO_01345	CDS	594				hypothetical protein
PPIPMGKO_01346	CDS	1188	rfnT			Riboflavin transporter RfnT
PPIPMGKO_01347	CDS	675				hypothetical protein
PPIPMGKO_01348	CDS	915	gcvA_1			Glycine cleavage system transcriptional activator
PPIPMGKO_01349	CDS	1680	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
PPIPMGKO_01350	CDS	885	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
PPIPMGKO_01351	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
PPIPMGKO_01352	CDS	852	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
PPIPMGKO_01353	CDS	828				hypothetical protein
PPIPMGKO_01354	CDS	603	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
PPIPMGKO_01355	CDS	939	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
PPIPMGKO_01356	CDS	417				hypothetical protein
PPIPMGKO_01357	CDS	765				hypothetical protein
PPIPMGKO_01358	CDS	918	cynR_1			HTH-type transcriptional regulator CynR
PPIPMGKO_01359	CDS	1419	norG_3		COG1167	HTH-type transcriptional regulator NorG
PPIPMGKO_01360	CDS	135				hypothetical protein
PPIPMGKO_01361	CDS	1005	cydB_1	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
PPIPMGKO_01362	CDS	1446				hypothetical protein
PPIPMGKO_01363	CDS	819				hypothetical protein
PPIPMGKO_01364	CDS	5760				hypothetical protein
PPIPMGKO_01365	CDS	780	ompA_1			Outer membrane protein A
PPIPMGKO_01366	CDS	585	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
PPIPMGKO_01367	CDS	321				hypothetical protein
PPIPMGKO_01368	CDS	114				hypothetical protein
PPIPMGKO_01369	CDS	318				hypothetical protein
PPIPMGKO_01370	CDS	264				hypothetical protein
PPIPMGKO_01371	CDS	723				hypothetical protein
PPIPMGKO_01372	CDS	402				hypothetical protein
PPIPMGKO_01373	CDS	294				hypothetical protein
PPIPMGKO_01374	CDS	141				hypothetical protein
PPIPMGKO_01375	CDS	1029				hypothetical protein
PPIPMGKO_01376	CDS	681	exoX_1	3.1.11.-	COG0847	Exodeoxyribonuclease 10
PPIPMGKO_01377	CDS	372				hypothetical protein
PPIPMGKO_01378	CDS	330				hypothetical protein
PPIPMGKO_01379	CDS	261				hypothetical protein
PPIPMGKO_01380	CDS	804				hypothetical protein
PPIPMGKO_01381	CDS	333				hypothetical protein
PPIPMGKO_01382	CDS	333				hypothetical protein
PPIPMGKO_01383	CDS	804				hypothetical protein
PPIPMGKO_01384	CDS	261				hypothetical protein
PPIPMGKO_01385	CDS	330				hypothetical protein
PPIPMGKO_01386	CDS	372				hypothetical protein
PPIPMGKO_01387	CDS	681	exoX_2	3.1.11.-	COG0847	Exodeoxyribonuclease 10
PPIPMGKO_01388	CDS	1029				hypothetical protein
PPIPMGKO_01389	CDS	141				hypothetical protein
PPIPMGKO_01390	CDS	294				hypothetical protein
PPIPMGKO_01391	CDS	402				hypothetical protein
PPIPMGKO_01392	CDS	396				hypothetical protein
PPIPMGKO_01393	CDS	336				hypothetical protein
PPIPMGKO_01394	CDS	270				hypothetical protein
PPIPMGKO_01395	CDS	612				hypothetical protein
PPIPMGKO_01396	CDS	1083				hypothetical protein
PPIPMGKO_01397	CDS	1263				hypothetical protein
PPIPMGKO_01398	CDS	864				hypothetical protein
PPIPMGKO_01399	CDS	921	yfeX_1	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
PPIPMGKO_01400	CDS	627	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
PPIPMGKO_01401	CDS	810	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
PPIPMGKO_01402	CDS	780	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
PPIPMGKO_01403	CDS	498	zur		COG0735	Zinc uptake regulation protein
PPIPMGKO_01404	CDS	840	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
PPIPMGKO_01405	CDS	399				hypothetical protein
PPIPMGKO_01406	CDS	876	atpB		COG0356	ATP synthase subunit a
PPIPMGKO_01407	CDS	246	atpE		COG0636	ATP synthase subunit c
PPIPMGKO_01408	CDS	471	atpF		COG0711	ATP synthase subunit b
PPIPMGKO_01409	CDS	537	atpH		COG0712	ATP synthase subunit delta
PPIPMGKO_01410	CDS	1545	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
PPIPMGKO_01411	CDS	870	atpG		COG0224	ATP synthase gamma chain
PPIPMGKO_01412	CDS	1395	atpD1	7.1.2.2		ATP synthase subunit beta 1
PPIPMGKO_01413	CDS	420	atpC		COG0355	ATP synthase epsilon chain
PPIPMGKO_01414	CDS	600				hypothetical protein
PPIPMGKO_01415	CDS	546	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
PPIPMGKO_01416	CDS	765	nimR_2			HTH-type transcriptional regulator NimR
PPIPMGKO_01417	CDS	1215	nepI		COG2814	Purine ribonucleoside efflux pump NepI
PPIPMGKO_01418	CDS	642	comR			HTH-type transcriptional repressor ComR
PPIPMGKO_01419	CDS	909				hypothetical protein
PPIPMGKO_01420	CDS	570	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
PPIPMGKO_01421	CDS	1152				hypothetical protein
PPIPMGKO_01422	CDS	1155				hypothetical protein
PPIPMGKO_01423	CDS	531	def_2	3.5.1.88	COG0242	Peptide deformylase
PPIPMGKO_01424	CDS	429				hypothetical protein
PPIPMGKO_01425	CDS	2115	btuB_2			Vitamin B12 transporter BtuB
PPIPMGKO_01426	CDS	207				hypothetical protein
PPIPMGKO_01427	CDS	1215				hypothetical protein
PPIPMGKO_01428	CDS	597	betI_1			HTH-type transcriptional regulator BetI
PPIPMGKO_01429	CDS	432				hypothetical protein
PPIPMGKO_01430	CDS	867		3.-.-.-		putative metallo-hydrolase
PPIPMGKO_01431	CDS	813	pcaU		COG1414	Pca operon regulatory protein
PPIPMGKO_01432	CDS	921	pcpR_1			PCP degradation transcriptional activation protein
PPIPMGKO_01433	CDS	1245	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
PPIPMGKO_01434	CDS	1122				hypothetical protein
PPIPMGKO_01435	CDS	699				hypothetical protein
PPIPMGKO_01436	CDS	744		1.-.-.-	COG1028	putative oxidoreductase
PPIPMGKO_01437	CDS	1257	nicP_1			Porin-like protein NicP
PPIPMGKO_01438	CDS	1350	nanT_1			Sialic acid transporter NanT
PPIPMGKO_01439	CDS	543				hypothetical protein
PPIPMGKO_01440	CDS	1110	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
PPIPMGKO_01441	CDS	1167	hsaA	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
PPIPMGKO_01442	CDS	360				hypothetical protein
PPIPMGKO_01443	CDS	528				hypothetical protein
PPIPMGKO_01444	CDS	1278	antA_1	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
PPIPMGKO_01445	CDS	486				hypothetical protein
PPIPMGKO_01446	CDS	738	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PPIPMGKO_01447	CDS	954	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
PPIPMGKO_01448	CDS	954	C1-hpah_1	1.5.1.36		p-hydroxyphenylacetate 3-hydroxylase, reductase component
PPIPMGKO_01449	CDS	915	feaR		COG2207	Transcriptional activator FeaR
PPIPMGKO_01450	CDS	2307	tynA	1.4.3.21	COG3733	Primary amine oxidase
PPIPMGKO_01451	CDS	1278				hypothetical protein
PPIPMGKO_01452	CDS	1488	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
PPIPMGKO_01453	CDS	780	catD_2	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
PPIPMGKO_01454	CDS	333	pcaF_1	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
PPIPMGKO_01455	CDS	504				hypothetical protein
PPIPMGKO_01456	CDS	1224	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
PPIPMGKO_01457	CDS	480	psaB	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A2
PPIPMGKO_01458	CDS	1011	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PPIPMGKO_01459	CDS	1626	clsC_1	2.7.8.-	COG1502	Cardiolipin synthase C
PPIPMGKO_01460	CDS	810				hypothetical protein
PPIPMGKO_01461	CDS	1335	hflX		COG2262	GTPase HflX
PPIPMGKO_01462	CDS	372				hypothetical protein
PPIPMGKO_01463	CDS	675	cidB_2		COG1346	Holin-like protein CidB
PPIPMGKO_01464	CDS	444				hypothetical protein
PPIPMGKO_01465	CDS	840	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
PPIPMGKO_01466	CDS	813	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
PPIPMGKO_01467	CDS	975	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
PPIPMGKO_01468	CDS	429	rplM		COG0102	50S ribosomal protein L13
PPIPMGKO_01469	CDS	387	rpsI		COG0103	30S ribosomal protein S9
PPIPMGKO_01470	CDS	654	sspA		COG0625	Stringent starvation protein A
PPIPMGKO_01471	CDS	429				hypothetical protein
PPIPMGKO_01472	CDS	657				hypothetical protein
PPIPMGKO_01473	CDS	1941	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
PPIPMGKO_01474	CDS	837	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
PPIPMGKO_01475	CDS	1158	mmgC_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PPIPMGKO_01476	CDS	1614	accA_1	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
PPIPMGKO_01477	CDS	912	fadH_3	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
PPIPMGKO_01478	CDS	1806				hypothetical protein
PPIPMGKO_01479	CDS	600	kstR2			HTH-type transcriptional repressor KstR2
PPIPMGKO_01480	CDS	1164	mmgC_6	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PPIPMGKO_01481	CDS	564				hypothetical protein
PPIPMGKO_01482	CDS	336				hypothetical protein
PPIPMGKO_01483	CDS	1431	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
PPIPMGKO_01484	CDS	1248	ybjJ_1			Inner membrane protein YbjJ
PPIPMGKO_01485	CDS	465	bfr_2	1.16.3.1	COG2193	Bacterioferritin
PPIPMGKO_01486	CDS	2037	ligA	6.5.1.2	COG0272	DNA ligase
PPIPMGKO_01487	CDS	1038	zipA			Cell division protein ZipA
PPIPMGKO_01488	CDS	3450	smc		COG1196	Chromosome partition protein Smc
PPIPMGKO_01489	CDS	696				hypothetical protein
PPIPMGKO_01490	CDS	804				hypothetical protein
PPIPMGKO_01491	CDS	753	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
PPIPMGKO_01492	CDS	735	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
PPIPMGKO_01493	CDS	1410	ffh		COG0541	Signal recognition particle protein
PPIPMGKO_01494	CDS	810	ypjD		COG4137	Inner membrane protein YpjD
PPIPMGKO_01495	CDS	945	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
PPIPMGKO_01496	CDS	954				hypothetical protein
PPIPMGKO_01497	CDS	2412				hypothetical protein
PPIPMGKO_01498	CDS	726				hypothetical protein
PPIPMGKO_01499	CDS	2043				hypothetical protein
PPIPMGKO_01500	CDS	1392				hypothetical protein
PPIPMGKO_01501	CDS	720	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
PPIPMGKO_01502	CDS	510		5.2.1.8		Peptidyl-prolyl cis-trans isomerase cyp18
PPIPMGKO_01503	CDS	1728	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
PPIPMGKO_01504	CDS	723				hypothetical protein
PPIPMGKO_01505	CDS	816	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
PPIPMGKO_01506	CDS	1386	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
PPIPMGKO_01507	CDS	1437	potE			Putrescine transporter PotE
PPIPMGKO_01508	CDS	1512	ald1	1.2.1.48		Long-chain-aldehyde dehydrogenase
PPIPMGKO_01509	CDS	1191				hypothetical protein
PPIPMGKO_01510	CDS	969				hypothetical protein
PPIPMGKO_01511	CDS	1173	dhaT_3	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
PPIPMGKO_01512	CDS	1713	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
PPIPMGKO_01513	CDS	360				hypothetical protein
PPIPMGKO_01514	CDS	828	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
PPIPMGKO_01515	CDS	1158				hypothetical protein
PPIPMGKO_01516	CDS	258				hypothetical protein
PPIPMGKO_01517	CDS	2607	pepN_2	3.4.11.2	COG0308	Aminopeptidase N
PPIPMGKO_01518	CDS	687				hypothetical protein
PPIPMGKO_01519	CDS	762				hypothetical protein
PPIPMGKO_01520	CDS	684				hypothetical protein
PPIPMGKO_01521	CDS	558	pheA2	5.4.99.5	COG1605	Secreted chorismate mutase
PPIPMGKO_01522	CDS	498	lrp_3		COG1522	Leucine-responsive regulatory protein
PPIPMGKO_01523	CDS	951	fatD			Ferric-anguibactin transport system permease protein FatD
PPIPMGKO_01524	CDS	948	fatC			Ferric-anguibactin transport system permease protein FatC
PPIPMGKO_01525	CDS	771	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
PPIPMGKO_01526	CDS	969	fatB			Ferric-anguibactin-binding protein FatB
PPIPMGKO_01527	CDS	2256	fatA_1			Ferric-anguibactin receptor FatA
PPIPMGKO_01528	CDS	1311	iucD_1	1.14.13.59	COG3486	L-lysine N6-monooxygenase
PPIPMGKO_01529	CDS	2943				hypothetical protein
PPIPMGKO_01530	CDS	1629	entE	6.3.2.14	COG1021	Enterobactin synthase component E
PPIPMGKO_01531	CDS	870	entB	6.3.2.14	COG1535	Enterobactin synthase component B
PPIPMGKO_01532	CDS	1152	hdc	4.1.1.22		Histidine decarboxylase
PPIPMGKO_01533	CDS	156				hypothetical protein
PPIPMGKO_01534	CDS	1611			COG1132	putative ABC transporter ATP-binding/permease protein
PPIPMGKO_01535	CDS	1596	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
PPIPMGKO_01536	CDS	735	lgrE	1.1.-.-		Linear gramicidin dehydrogenase LgrE
PPIPMGKO_01537	CDS	756				hypothetical protein
PPIPMGKO_01538	CDS	1170	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
PPIPMGKO_01539	CDS	1248				hypothetical protein
PPIPMGKO_01540	CDS	1074	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
PPIPMGKO_01541	CDS	795				hypothetical protein
PPIPMGKO_01542	CDS	516				hypothetical protein
PPIPMGKO_01543	CDS	1176	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
PPIPMGKO_01544	CDS	444				hypothetical protein
PPIPMGKO_01545	CDS	354	mdtI			Spermidine export protein MdtI
PPIPMGKO_01546	CDS	486				hypothetical protein
PPIPMGKO_01547	CDS	1644	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
PPIPMGKO_01548	CDS	2406	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
PPIPMGKO_01549	CDS	1254	oprB_1		COG3659	Porin B
PPIPMGKO_01550	CDS	1119	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
PPIPMGKO_01551	CDS	1011				putative HTH-type transcriptional regulator
PPIPMGKO_01552	CDS	1206	fadA_1	2.3.1.-	COG0183	Putative acyltransferase
PPIPMGKO_01553	CDS	2136	fadJ_2		COG1024	Fatty acid oxidation complex subunit alpha
PPIPMGKO_01554	CDS	255				hypothetical protein
PPIPMGKO_01555	CDS	861				hypothetical protein
PPIPMGKO_01556	CDS	420		2.3.1.-		Acetyltransferase
PPIPMGKO_01557	CDS	1239				hypothetical protein
PPIPMGKO_01558	CDS	630				hypothetical protein
PPIPMGKO_01559	CDS	1311	yhjE			Inner membrane metabolite transport protein YhjE
PPIPMGKO_01560	CDS	444				hypothetical protein
PPIPMGKO_01561	CDS	2724	secA		COG0653	Protein translocase subunit SecA
PPIPMGKO_01562	CDS	1308	gltT			Proton/sodium-glutamate symport protein
PPIPMGKO_01563	CDS	1431	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
PPIPMGKO_01564	CDS	420	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
PPIPMGKO_01565	CDS	486	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
PPIPMGKO_01566	CDS	846	rhaS_2			HTH-type transcriptional activator RhaS
PPIPMGKO_01567	CDS	633				hypothetical protein
PPIPMGKO_01568	CDS	1227	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
PPIPMGKO_01569	CDS	2664	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
