"qname","qid","qstart","qend","genome","strand","length","start","end","gene_label","is_center"
"ERR1946999",2,8109,8282,"ERR1946999","forward",173,8109,8282,"gene_2",FALSE
"ERR1946999",1,3,7016,"ERR1946999","forward",7013,3,7016,"gene_1",TRUE
"ERR1946999",1,3,7016,"ERR1946999","forward",7013,3,7016,"gene_1",TRUE
"ERR1946999",1,64113,63739,"ERR1946999","reverse",374,63739,64113,"gene_1",TRUE
"ERR1946999",2,64113,63739,"ERR1946999","reverse",374,63739,64113,"gene_2",FALSE
"ERR1946999",1,107704,110598,"ERR1946999","forward",2894,107704,110598,"gene_1",TRUE
"ERR1946999",2,107704,110598,"ERR1946999","forward",2894,107704,110598,"gene_2",FALSE
"ERR1946999",1,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_1",TRUE
"ERR1946999",2,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_2",FALSE
"ERR1946999",1,140826,141878,"ERR1946999","forward",1052,140826,141878,"gene_1",TRUE
"ERR1946999",2,140826,141878,"ERR1946999","forward",1052,140826,141878,"gene_2",FALSE
"ERR1946999",1,3,692,"ERR1946999","forward",689,3,692,"gene_1",TRUE
"ERR1946999",2,3,692,"ERR1946999","forward",689,3,692,"gene_2",FALSE
"ERR1946999",1,12023,13243,"ERR1946999","forward",1220,12023,13243,"gene_1",TRUE
"ERR1946999",2,12023,13243,"ERR1946999","forward",1220,12023,13243,"gene_2",FALSE
"ERR1946999",1,104733,104876,"ERR1946999","forward",143,104733,104876,"gene_1",TRUE
"ERR1946999",2,104733,104876,"ERR1946999","forward",143,104733,104876,"gene_2",FALSE
"ERR1946999",1,46540,47217,"ERR1946999","forward",677,46540,47217,"gene_1",TRUE
"ERR1946999",2,46540,47217,"ERR1946999","forward",677,46540,47217,"gene_2",FALSE
"ERR1946999",1,285085,288582,"ERR1946999","forward",3497,285085,288582,"gene_1",TRUE
"ERR1946999",2,285085,288582,"ERR1946999","forward",3497,285085,288582,"gene_2",FALSE
"ERR1946999",1,21555,20668,"ERR1946999","reverse",887,20668,21555,"gene_1",TRUE
"ERR1946999",2,21555,20668,"ERR1946999","reverse",887,20668,21555,"gene_2",FALSE
"ERR1946999",1,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_1",TRUE
"ERR1946999",2,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_2",FALSE
"ERR1946999",1,19003,18245,"ERR1946999","reverse",758,18245,19003,"gene_1",TRUE
"ERR1946999",2,19003,18245,"ERR1946999","reverse",758,18245,19003,"gene_2",FALSE
"ERR1946999",1,46526,45000,"ERR1946999","reverse",1526,45000,46526,"gene_1",TRUE
"ERR1946999",2,46526,45000,"ERR1946999","reverse",1526,45000,46526,"gene_2",FALSE
"ERR1946999",1,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_1",TRUE
"ERR1946999",2,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_2",FALSE
"ERR1946999",1,19003,18245,"ERR1946999","reverse",758,18245,19003,"gene_1",TRUE
"ERR1946999",2,19003,18245,"ERR1946999","reverse",758,18245,19003,"gene_2",FALSE
"ERR1946999",1,53252,56347,"ERR1946999","forward",3095,53252,56347,"gene_1",TRUE
"ERR1946999",2,53252,56347,"ERR1946999","forward",3095,53252,56347,"gene_2",FALSE
"ERR1946999",1,90920,89622,"ERR1946999","reverse",1298,89622,90920,"gene_1",TRUE
"ERR1946999",2,90920,89622,"ERR1946999","reverse",1298,89622,90920,"gene_2",FALSE
"ERR1946999",1,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_1",TRUE
"ERR1946999",2,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_2",FALSE
"ERR1946999",1,63535,64740,"ERR1946999","forward",1205,63535,64740,"gene_1",TRUE
"ERR1946999",2,63535,64740,"ERR1946999","forward",1205,63535,64740,"gene_2",FALSE
"ERR1946999",1,143470,144123,"ERR1946999","forward",653,143470,144123,"gene_1",TRUE
"ERR1946999",2,144136,145347,"ERR1946999","forward",1211,144136,145347,"gene_2",FALSE
"ERR1946999",1,285085,288582,"ERR1946999","forward",3497,285085,288582,"gene_1",TRUE
"ERR1946999",2,285085,288582,"ERR1946999","forward",3497,285085,288582,"gene_2",FALSE
"ERR1946999",1,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_1",TRUE
"ERR1946999",2,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_2",FALSE
"ERR1946999",1,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_1",TRUE
"ERR1946999",2,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_2",FALSE
"ERR1946999",1,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_1",TRUE
"ERR1946999",2,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_2",FALSE
"ERR1946999",1,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_1",TRUE
"ERR1946999",2,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_2",FALSE
"ERR1946999",1,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_1",TRUE
"ERR1946999",2,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_2",FALSE
"ERR1946999",1,46526,45000,"ERR1946999","reverse",1526,45000,46526,"gene_1",TRUE
"ERR1946999",2,46526,45000,"ERR1946999","reverse",1526,45000,46526,"gene_2",FALSE
"ERR1946999",1,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_1",TRUE
"ERR1946999",1,1243,35,"ERR1946999","reverse",1208,35,1243,"gene_1",TRUE
"ERR1417326",1,1226,159,"ERR1417326","reverse",1067,159,1226,"gene_1",TRUE
"ERR1417326",2,2078,1245,"ERR1417326","reverse",833,1245,2078,"gene_2",FALSE
"ERR1417326",3,2977,2120,"ERR1417326","reverse",857,2120,2977,"gene_3",FALSE
"ERR1417326",4,3095,3700,"ERR1417326","forward",605,3095,3700,"gene_4",FALSE
"ERR1417326",5,3768,4295,"ERR1417326","forward",527,3768,4295,"gene_5",FALSE
"ERR1417326",6,4589,4344,"ERR1417326","reverse",245,4344,4589,"gene_6",FALSE
"ERR1417326",7,5738,4752,"ERR1417326","reverse",986,4752,5738,"gene_7",FALSE
"ERR1417326",8,6612,5950,"ERR1417326","reverse",662,5950,6612,"gene_8",FALSE
"ERR1417326",9,8655,6670,"ERR1417326","reverse",1985,6670,8655,"gene_9",FALSE
"ERR1417326",10,8902,10353,"ERR1417326","forward",1451,8902,10353,"gene_10",FALSE
"ERR1417326",11,10391,11479,"ERR1417326","forward",1088,10391,11479,"gene_11",FALSE
"ERR1417326",12,11489,11965,"ERR1417326","forward",476,11489,11965,"gene_12",FALSE
"ERR1417326",13,12939,12055,"ERR1417326","reverse",884,12055,12939,"gene_13",FALSE
"ERR1417326",14,13170,13841,"ERR1417326","forward",671,13170,13841,"gene_14",FALSE
"ERR1417326",15,13999,14712,"ERR1417326","forward",713,13999,14712,"gene_15",FALSE
"ERR1417326",16,14785,15360,"ERR1417326","forward",575,14785,15360,"gene_16",FALSE
"ERR1417326",17,16006,15413,"ERR1417326","reverse",593,15413,16006,"gene_17",FALSE
"ERR1417326",18,16294,17541,"ERR1417326","forward",1247,16294,17541,"gene_18",FALSE
"ERR1417326",19,18476,17562,"ERR1417326","reverse",914,17562,18476,"gene_19",FALSE
"ERR1417326",21,19526,18885,"ERR1417326","reverse",641,18885,19526,"gene_21",FALSE
"ERR1417326",22,19997,19566,"ERR1417326","reverse",431,19566,19997,"gene_22",FALSE
"ERR1417326",1,84,1346,"ERR1417326","forward",1262,84,1346,"gene_1",TRUE
"ERR1417326",2,1390,3534,"ERR1417326","forward",2144,1390,3534,"gene_2",FALSE
"ERR1417326",3,3761,5287,"ERR1417326","forward",1526,3761,5287,"gene_3",FALSE
"ERR1417326",4,5428,5982,"ERR1417326","forward",554,5428,5982,"gene_4",FALSE
"ERR1417326",5,6723,6007,"ERR1417326","reverse",716,6007,6723,"gene_5",FALSE
"ERR1417326",6,8184,6871,"ERR1417326","reverse",1313,6871,8184,"gene_6",FALSE
"ERR1417326",7,8891,8286,"ERR1417326","reverse",605,8286,8891,"gene_7",FALSE
"ERR1417326",8,10418,9084,"ERR1417326","reverse",1334,9084,10418,"gene_8",FALSE
"ERR1417326",1,15497,14457,"ERR1417326","reverse",1040,14457,15497,"gene_1",TRUE
"ERR1417326",2,13655,12786,"ERR1417326","reverse",869,12786,13655,"gene_2",FALSE
"ERR1417326",1,3,746,"ERR1417326","forward",743,3,746,"gene_1",TRUE
"ERR1417326",2,1239,1667,"ERR1417326","forward",428,1239,1667,"gene_2",FALSE
"ERR1417326",3,2119,1682,"ERR1417326","reverse",437,1682,2119,"gene_3",FALSE
"ERR1417326",4,2305,2715,"ERR1417326","forward",410,2305,2715,"gene_4",FALSE
"ERR1417326",5,4003,2768,"ERR1417326","reverse",1235,2768,4003,"gene_5",FALSE
"ERR1417326",6,4211,4390,"ERR1417326","forward",179,4211,4390,"gene_6",FALSE
"ERR1417326",7,5860,4424,"ERR1417326","reverse",1436,4424,5860,"gene_7",FALSE
"ERR1417326",8,6821,6030,"ERR1417326","reverse",791,6030,6821,"gene_8",FALSE
"ERR1417326",9,7001,9022,"ERR1417326","forward",2021,7001,9022,"gene_9",FALSE
"ERR1417326",10,9116,9703,"ERR1417326","forward",587,9116,9703,"gene_10",FALSE
"ERR1417326",11,9815,10759,"ERR1417326","forward",944,9815,10759,"gene_11",FALSE
"ERR1417326",12,10976,12433,"ERR1417326","forward",1457,10976,12433,"gene_12",FALSE
"ERR1417326",13,12583,13317,"ERR1417326","forward",734,12583,13317,"gene_13",FALSE
"ERR1417326",14,13329,14003,"ERR1417326","forward",674,13329,14003,"gene_14",FALSE
"ERR1417326",15,14168,15388,"ERR1417326","forward",1220,14168,15388,"gene_15",FALSE
"ERR1417326",16,15404,16537,"ERR1417326","forward",1133,15404,16537,"gene_16",FALSE
"ERR1417326",17,17220,16564,"ERR1417326","reverse",656,16564,17220,"gene_17",FALSE
"ERR1417326",18,18395,17187,"ERR1417326","reverse",1208,17187,18395,"gene_18",FALSE
"ERR1417326",19,18479,19504,"ERR1417326","forward",1025,18479,19504,"gene_19",FALSE
"ERR1417326",20,20594,19548,"ERR1417326","reverse",1046,19548,20594,"gene_20",FALSE
"ERR1417326",21,21407,20706,"ERR1417326","reverse",701,20706,21407,"gene_21",FALSE
"ERR1417326",1,423,1,"ERR1417326","reverse",422,1,423,"gene_1",TRUE
"ERR1417326",2,1071,3503,"ERR1417326","forward",2432,1071,3503,"gene_2",FALSE
"ERR1417326",3,3637,5691,"ERR1417326","forward",2054,3637,5691,"gene_3",FALSE
"ERR1417326",4,5732,5941,"ERR1417326","forward",209,5732,5941,"gene_4",FALSE
"ERR1417326",5,5953,6384,"ERR1417326","forward",431,5953,6384,"gene_5",FALSE
"ERR1417326",6,8727,6532,"ERR1417326","reverse",2195,6532,8727,"gene_6",FALSE
"ERR1417326",7,9481,8915,"ERR1417326","reverse",566,8915,9481,"gene_7",FALSE
"ERR1417326",8,10644,9559,"ERR1417326","reverse",1085,9559,10644,"gene_8",FALSE
"ERR1417326",9,10978,10877,"ERR1417326","reverse",101,10877,10978,"gene_9",FALSE
"ERR1417326",10,11704,11414,"ERR1417326","reverse",290,11414,11704,"gene_10",FALSE
"ERR1417326",11,12067,11810,"ERR1417326","reverse",257,11810,12067,"gene_11",FALSE
"ERR1417326",12,12255,13427,"ERR1417326","forward",1172,12255,13427,"gene_12",FALSE
"ERR1417326",13,14967,13477,"ERR1417326","reverse",1490,13477,14967,"gene_13",FALSE
"ERR1417326",14,15526,15149,"ERR1417326","reverse",377,15149,15526,"gene_14",FALSE
"ERR1417326",15,16552,15545,"ERR1417326","reverse",1007,15545,16552,"gene_15",FALSE
"ERR1417326",16,17196,16570,"ERR1417326","reverse",626,16570,17196,"gene_16",FALSE
"ERR1417326",17,17595,17209,"ERR1417326","reverse",386,17209,17595,"gene_17",FALSE
"ERR1417326",18,17971,17615,"ERR1417326","reverse",356,17615,17971,"gene_18",FALSE
"ERR1417326",19,18195,18079,"ERR1417326","reverse",116,18079,18195,"gene_19",FALSE
"ERR1417326",20,19568,18216,"ERR1417326","reverse",1352,18216,19568,"gene_20",FALSE
"ERR1417326",21,20021,19581,"ERR1417326","reverse",440,19581,20021,"gene_21",FALSE
"ERR1417326",22,20201,20025,"ERR1417326","reverse",176,20025,20201,"gene_22",FALSE
"ERR1417326",23,20705,20208,"ERR1417326","reverse",497,20208,20705,"gene_23",FALSE
"ERR1417326",24,21058,20708,"ERR1417326","reverse",350,20708,21058,"gene_24",FALSE
"ERR1417326",25,21606,21073,"ERR1417326","reverse",533,21073,21606,"gene_25",FALSE
"ERR1417326",26,22015,21620,"ERR1417326","reverse",395,21620,22015,"gene_26",FALSE
"ERR1417326",27,22332,22027,"ERR1417326","reverse",305,22027,22332,"gene_27",FALSE
"ERR1417326",28,22878,22342,"ERR1417326","reverse",536,22342,22878,"gene_28",FALSE
"ERR1417326",29,23211,22894,"ERR1417326","reverse",317,22894,23211,"gene_29",FALSE
"ERR1417326",30,23589,23221,"ERR1417326","reverse",368,23221,23589,"gene_30",FALSE
"ERR1417326",31,23939,23682,"ERR1417326","reverse",257,23682,23939,"gene_31",FALSE
"ERR1417326",32,24133,23936,"ERR1417326","reverse",197,23936,24133,"gene_32",FALSE
"ERR1417326",33,24546,24133,"ERR1417326","reverse",413,24133,24546,"gene_33",FALSE
"ERR1417326",34,25302,24550,"ERR1417326","reverse",752,24550,25302,"gene_34",FALSE
"ERR1417326",35,25633,25304,"ERR1417326","reverse",329,25304,25633,"gene_35",FALSE
"ERR1417326",36,25920,25645,"ERR1417326","reverse",275,25645,25920,"gene_36",FALSE
"ERR1417326",37,26758,25934,"ERR1417326","reverse",824,25934,26758,"gene_37",FALSE
"ERR1417326",38,27090,26770,"ERR1417326","reverse",320,26770,27090,"gene_38",FALSE
"ERR1417326",39,27689,27087,"ERR1417326","reverse",602,27087,27689,"gene_39",FALSE
"ERR1417326",40,28339,27701,"ERR1417326","reverse",638,27701,28339,"gene_40",FALSE
"ERR1417326",41,28708,28397,"ERR1417326","reverse",311,28397,28708,"gene_41",FALSE
"ERR1417326",42,29688,28960,"ERR1417326","reverse",728,28960,29688,"gene_42",FALSE
"ERR1417326",43,29856,31046,"ERR1417326","forward",1190,29856,31046,"gene_43",FALSE
"ERR1417326",44,31090,32637,"ERR1417326","forward",1547,31090,32637,"gene_44",FALSE
"ERR1417326",45,32783,33547,"ERR1417326","forward",764,32783,33547,"gene_45",FALSE
"ERR1417326",46,33633,34070,"ERR1417326","forward",437,33633,34070,"gene_46",FALSE
"ERR1417326",47,34179,34955,"ERR1417326","forward",776,34179,34955,"gene_47",FALSE
"ERR1417326",48,35082,36029,"ERR1417326","forward",947,35082,36029,"gene_48",FALSE
"ERR1417326",49,37391,36072,"ERR1417326","reverse",1319,36072,37391,"gene_49",FALSE
"ERR1417326",50,38317,37445,"ERR1417326","reverse",872,37445,38317,"gene_50",FALSE
"ERR1417326",51,38593,41166,"ERR1417326","forward",2573,38593,41166,"gene_51",FALSE
"ERR1417326",52,42196,41210,"ERR1417326","reverse",986,41210,42196,"gene_52",FALSE
"ERR1417326",53,43091,42276,"ERR1417326","reverse",815,42276,43091,"gene_53",FALSE
"ERR1417326",54,43112,45157,"ERR1417326","forward",2045,43112,45157,"gene_54",FALSE
"ERR1417326",55,45144,45785,"ERR1417326","forward",641,45144,45785,"gene_55",FALSE
"ERR1417326",56,46189,45788,"ERR1417326","reverse",401,45788,46189,"gene_56",FALSE
"ERR1417326",57,46785,46204,"ERR1417326","reverse",581,46204,46785,"gene_57",FALSE
"ERR1417326",58,46943,47956,"ERR1417326","forward",1013,46943,47956,"gene_58",FALSE
"ERR1417326",59,48313,48026,"ERR1417326","reverse",287,48026,48313,"gene_59",FALSE
"ERR1417326",60,48966,48325,"ERR1417326","reverse",641,48325,48966,"gene_60",FALSE
"ERR1417326",61,49673,48993,"ERR1417326","reverse",680,48993,49673,"gene_61",FALSE
"ERR1417326",62,50449,49673,"ERR1417326","reverse",776,49673,50449,"gene_62",FALSE
"ERR1417326",63,51264,50446,"ERR1417326","reverse",818,50446,51264,"gene_63",FALSE
"ERR1417326",65,53515,51668,"ERR1417326","reverse",1847,51668,53515,"gene_65",FALSE
"ERR1417326",66,54807,53926,"ERR1417326","reverse",881,53926,54807,"gene_66",FALSE
"ERR1417326",67,56783,54879,"ERR1417326","reverse",1904,54879,56783,"gene_67",FALSE
"ERR1417326",68,57087,57689,"ERR1417326","forward",602,57087,57689,"gene_68",FALSE
"ERR1417326",69,57817,58767,"ERR1417326","forward",950,57817,58767,"gene_69",FALSE
"ERR1417326",70,58941,59729,"ERR1417326","forward",788,58941,59729,"gene_70",FALSE
"ERR1417326",71,62078,59775,"ERR1417326","reverse",2303,59775,62078,"gene_71",FALSE
"ERR1417326",1,3019,2381,"ERR1417326","reverse",638,2381,3019,"gene_1",TRUE
"ERR1417326",2,3177,3794,"ERR1417326","forward",617,3177,3794,"gene_2",FALSE
"ERR1417326",3,3965,5641,"ERR1417326","forward",1676,3965,5641,"gene_3",FALSE
"ERR1417326",4,5638,6645,"ERR1417326","forward",1007,5638,6645,"gene_4",FALSE
"ERR1417326",5,6755,6919,"ERR1417326","forward",164,6755,6919,"gene_5",FALSE
"ERR1417326",6,7456,9003,"ERR1417326","forward",1547,7456,9003,"gene_6",FALSE
"ERR1417326",7,10381,9047,"ERR1417326","reverse",1334,9047,10381,"gene_7",FALSE
"ERR1417326",8,12176,10545,"ERR1417326","reverse",1631,10545,12176,"gene_8",FALSE
"ERR1417326",9,12640,16326,"ERR1417326","forward",3686,12640,16326,"gene_9",FALSE
"ERR1417326",10,17410,16406,"ERR1417326","reverse",1004,16406,17410,"gene_10",FALSE
"ERR1417326",11,18272,17421,"ERR1417326","reverse",851,17421,18272,"gene_11",FALSE
"ERR1417326",12,19614,18286,"ERR1417326","reverse",1328,18286,19614,"gene_12",FALSE
"ERR1417326",13,20411,19662,"ERR1417326","reverse",749,19662,20411,"gene_13",FALSE
"ERR1417326",14,20566,21471,"ERR1417326","forward",905,20566,21471,"gene_14",FALSE
"ERR1417326",15,21929,21483,"ERR1417326","reverse",446,21483,21929,"gene_15",FALSE
"ERR1417326",16,22121,23266,"ERR1417326","forward",1145,22121,23266,"gene_16",FALSE
"ERR1417326",17,24554,23334,"ERR1417326","reverse",1220,23334,24554,"gene_17",FALSE
"ERR1417326",18,24661,25449,"ERR1417326","forward",788,24661,25449,"gene_18",FALSE
"ERR1417326",19,26738,25416,"ERR1417326","reverse",1322,25416,26738,"gene_19",FALSE
"ERR1417326",20,27399,26917,"ERR1417326","reverse",482,26917,27399,"gene_20",FALSE
"ERR1417326",21,27634,28932,"ERR1417326","forward",1298,27634,28932,"gene_21",FALSE
"ERR1417326",22,30190,28994,"ERR1417326","reverse",1196,28994,30190,"gene_22",FALSE
"ERR1417326",23,31986,30346,"ERR1417326","reverse",1640,30346,31986,"gene_23",FALSE
"ERR1417326",24,33491,32025,"ERR1417326","reverse",1466,32025,33491,"gene_24",FALSE
"ERR1417326",25,34296,33505,"ERR1417326","reverse",791,33505,34296,"gene_25",FALSE
"ERR1417326",26,35106,34312,"ERR1417326","reverse",794,34312,35106,"gene_26",FALSE
"ERR1417326",27,35946,35122,"ERR1417326","reverse",824,35122,35946,"gene_27",FALSE
"ERR1417326",28,36504,35983,"ERR1417326","reverse",521,35983,36504,"gene_28",FALSE
"ERR1417326",29,37751,36528,"ERR1417326","reverse",1223,36528,37751,"gene_29",FALSE
"ERR1417326",30,39005,37794,"ERR1417326","reverse",1211,37794,39005,"gene_30",FALSE
"ERR1417326",31,39964,39035,"ERR1417326","reverse",929,39035,39964,"gene_31",FALSE
"ERR1417326",32,40740,39976,"ERR1417326","reverse",764,39976,40740,"gene_32",FALSE
"ERR1417326",33,41800,40733,"ERR1417326","reverse",1067,40733,41800,"gene_33",FALSE
"ERR1417326",34,42116,41817,"ERR1417326","reverse",299,41817,42116,"gene_34",FALSE
"ERR1417326",35,42449,42144,"ERR1417326","reverse",305,42144,42449,"gene_35",FALSE
"ERR1417326",36,42723,43535,"ERR1417326","forward",812,42723,43535,"gene_36",FALSE
"ERR1417326",37,43880,43581,"ERR1417326","reverse",299,43581,43880,"gene_37",FALSE
"ERR1417326",38,44476,43895,"ERR1417326","reverse",581,43895,44476,"gene_38",FALSE
"ERR1417326",39,44725,45513,"ERR1417326","forward",788,44725,45513,"gene_39",FALSE
"ERR1417326",40,46035,45616,"ERR1417326","reverse",419,45616,46035,"gene_40",FALSE
"ERR1417326",41,47377,46118,"ERR1417326","reverse",1259,46118,47377,"gene_41",FALSE
"ERR1417326",42,49364,47391,"ERR1417326","reverse",1973,47391,49364,"gene_42",FALSE
"ERR1417326",1,6595,3989,"ERR1417326","reverse",2606,3989,6595,"gene_1",TRUE
"ERR1417326",2,6914,7171,"ERR1417326","forward",257,6914,7171,"gene_2",FALSE
"ERR1417326",3,7323,8486,"ERR1417326","forward",1163,7323,8486,"gene_3",FALSE
"ERR1417326",4,8741,9568,"ERR1417326","forward",827,8741,9568,"gene_4",FALSE
"ERR1417326",6,10049,9690,"ERR1417326","reverse",359,9690,10049,"gene_6",FALSE
"ERR1417326",1,41787,44219,"ERR1417326","forward",2432,41787,44219,"gene_1",TRUE
"ERR1417326",2,41016,41702,"ERR1417326","forward",686,41016,41702,"gene_2",FALSE
"ERR1417326",3,39743,41023,"ERR1417326","forward",1280,39743,41023,"gene_3",FALSE
"ERR1417326",4,38632,39540,"ERR1417326","forward",908,38632,39540,"gene_4",FALSE
"ERR1417326",5,38154,38621,"ERR1417326","forward",467,38154,38621,"gene_5",FALSE
"ERR1417326",6,37879,36938,"ERR1417326","reverse",941,36938,37879,"gene_6",FALSE
"ERR1417326",7,36904,36758,"ERR1417326","reverse",146,36758,36904,"gene_7",FALSE
"ERR1417326",8,35621,36700,"ERR1417326","forward",1079,35621,36700,"gene_8",FALSE
"ERR1417326",9,35241,33754,"ERR1417326","reverse",1487,33754,35241,"gene_9",FALSE
"ERR1417326",10,33741,32620,"ERR1417326","reverse",1121,32620,33741,"gene_10",FALSE
"ERR1417326",11,32556,31486,"ERR1417326","reverse",1070,31486,32556,"gene_11",FALSE
"ERR1417326",12,31489,30398,"ERR1417326","reverse",1091,30398,31489,"gene_12",FALSE
"ERR1417326",13,30133,29339,"ERR1417326","reverse",794,29339,30133,"gene_13",FALSE
"ERR1417326",14,29342,28362,"ERR1417326","reverse",980,28362,29342,"gene_14",FALSE
"ERR1417326",15,28362,27982,"ERR1417326","reverse",380,27982,28362,"gene_15",FALSE
"ERR1417326",16,27972,26326,"ERR1417326","reverse",1646,26326,27972,"gene_16",FALSE
"ERR1417326",17,23561,26275,"ERR1417326","forward",2714,23561,26275,"gene_17",FALSE
"ERR1417326",18,22262,23194,"ERR1417326","forward",932,22262,23194,"gene_18",FALSE
"ERR1417326",19,21495,22244,"ERR1417326","forward",749,21495,22244,"gene_19",FALSE
"ERR1417326",20,20132,21058,"ERR1417326","forward",926,20132,21058,"gene_20",FALSE
"ERR1417326",21,20008,19385,"ERR1417326","reverse",623,19385,20008,"gene_21",FALSE
"ERR1417326",22,18454,19299,"ERR1417326","forward",845,18454,19299,"gene_22",FALSE
"ERR1417326",23,17198,18448,"ERR1417326","forward",1250,17198,18448,"gene_23",FALSE
"ERR1417326",24,16951,17175,"ERR1417326","forward",224,16951,17175,"gene_24",FALSE
"ERR1417326",25,15332,16810,"ERR1417326","forward",1478,15332,16810,"gene_25",FALSE
"ERR1417326",26,14914,13526,"ERR1417326","reverse",1388,13526,14914,"gene_26",FALSE
"ERR1417326",27,13443,12466,"ERR1417326","reverse",977,12466,13443,"gene_27",FALSE
"ERR1417326",28,11433,12407,"ERR1417326","forward",974,11433,12407,"gene_28",FALSE
"ERR1417326",29,10369,11436,"ERR1417326","forward",1067,10369,11436,"gene_29",FALSE
"ERR1417326",30,9872,10264,"ERR1417326","forward",392,9872,10264,"gene_30",FALSE
"ERR1417326",31,8961,9752,"ERR1417326","forward",791,8961,9752,"gene_31",FALSE
"ERR1417326",32,6473,8881,"ERR1417326","forward",2408,6473,8881,"gene_32",FALSE
"ERR1417326",33,6078,4912,"ERR1417326","reverse",1166,4912,6078,"gene_33",FALSE
"ERR1417326",34,4237,4923,"ERR1417326","forward",686,4237,4923,"gene_34",FALSE
"ERR1417326",35,4233,3451,"ERR1417326","reverse",782,3451,4233,"gene_35",FALSE
"ERR1417326",36,3413,2808,"ERR1417326","reverse",605,2808,3413,"gene_36",FALSE
"ERR1417326",37,2075,2692,"ERR1417326","forward",617,2075,2692,"gene_37",FALSE
"ERR1417326",38,1966,1103,"ERR1417326","reverse",863,1103,1966,"gene_38",FALSE
"ERR1417326",39,445,1023,"ERR1417326","forward",578,445,1023,"gene_39",FALSE
"ERR1417326",1,9121,10746,"ERR1417326","forward",1625,9121,10746,"gene_1",TRUE
"ERR1417326",2,10739,11767,"ERR1417326","forward",1028,10739,11767,"gene_2",FALSE
"ERR1417326",3,13001,12045,"ERR1417326","reverse",956,12045,13001,"gene_3",FALSE
"ERR1417326",4,14500,13049,"ERR1417326","reverse",1451,13049,14500,"gene_4",FALSE
"ERR1417326",5,15680,14565,"ERR1417326","reverse",1115,14565,15680,"gene_5",FALSE
"ERR1417326",6,16697,15723,"ERR1417326","reverse",974,15723,16697,"gene_6",FALSE
"ERR1417326",7,18355,16709,"ERR1417326","reverse",1646,16709,18355,"gene_7",FALSE
"ERR1417326",8,19494,18382,"ERR1417326","reverse",1112,18382,19494,"gene_8",FALSE
"ERR1417326",9,19598,20578,"ERR1417326","forward",980,19598,20578,"gene_9",FALSE
"ERR1417326",10,21815,20631,"ERR1417326","reverse",1184,20631,21815,"gene_10",FALSE
"ERR1417326",11,22750,22487,"ERR1417326","reverse",263,22487,22750,"gene_11",FALSE
"ERR1417326",12,23243,22752,"ERR1417326","reverse",491,22752,23243,"gene_12",FALSE
"ERR1417326",13,23379,23855,"ERR1417326","forward",476,23379,23855,"gene_13",FALSE
"ERR1417326",14,24448,23897,"ERR1417326","reverse",551,23897,24448,"gene_14",FALSE
"ERR1417326",15,25406,24669,"ERR1417326","reverse",737,24669,25406,"gene_15",FALSE
"ERR1417326",16,26469,25417,"ERR1417326","reverse",1052,25417,26469,"gene_16",FALSE
"ERR1417326",17,26541,27698,"ERR1417326","forward",1157,26541,27698,"gene_17",FALSE
"ERR1417326",18,27857,29722,"ERR1417326","forward",1865,27857,29722,"gene_18",FALSE
"ERR1417326",19,31002,29719,"ERR1417326","reverse",1283,29719,31002,"gene_19",FALSE
"ERR1417326",20,31002,29719,"ERR1417326","reverse",1283,29719,31002,"gene_20",FALSE
"ERR1417326",21,31091,32800,"ERR1417326","forward",1709,31091,32800,"gene_21",FALSE
"ERR1417326",22,32805,33383,"ERR1417326","forward",578,32805,33383,"gene_22",FALSE
"ERR1417326",23,33402,34091,"ERR1417326","forward",689,33402,34091,"gene_23",FALSE
"ERR1417326",1,32058,32609,"ERR1417326","forward",551,32058,32609,"gene_1",TRUE
"ERR1417326",2,30472,30963,"ERR1417326","forward",491,30472,30963,"gene_2",FALSE
"ERR1417326",3,29243,30286,"ERR1417326","forward",1043,29243,30286,"gene_3",FALSE
"ERR1417326",4,28235,29221,"ERR1417326","forward",986,28235,29221,"gene_4",FALSE
"ERR1417326",1,43984,43418,"ERR1417326","reverse",566,43418,43984,"gene_1",TRUE
"ERR1417326",2,42515,43387,"ERR1417326","forward",872,42515,43387,"gene_2",FALSE
"ERR1417326",4,41140,42369,"ERR1417326","forward",1229,41140,42369,"gene_4",FALSE
"ERR1417326",5,40494,40994,"ERR1417326","forward",500,40494,40994,"gene_5",FALSE
