qname,qid,qstart,qend
ERR1417339,19,25140,23497
ERR1417339,20,27712,25307
ERR1417339,21,29139,27886
ERR1417339,22,30393,29275
ERR1417339,23,30604,31614
ERR1417339,24,31786,32991
ERR1417339,25,33012,35147
ERR1417339,26,35312,35566
ERR1417339,27,35582,36442
ERR1417339,28,36891,36472
ERR1417339,29,37791,36904
ERR1417339,30,38141,37761
ERR1417339,31,38253,38882
ERR1417339,32,39017,40327
ERR1417339,33,40835,40392
ERR1417339,34,43689,40966
ERR1417339,35,44098,44739
ERR1417339,36,45081,45857
ERR1417339,37,45854,46432
ERR1417339,38,47522,46452
ERR1417339,39,48799,47513
ERR1417339,40,49692,48796
ERR1417339,41,50492,49689
ERR1417339,42,51786,50737
ERR1417339,43,51907,52782
ERR1417339,44,53786,52791
ERR1417339,45,54336,53824
ERR1417339,46,55575,54346
ERR1417339,47,56218,55550
ERR1417339,48,56587,58425
ERR1417339,49,58523,59101
ERR1417339,50,59174,59887
ERR1417339,51,60446,59916
ERR1417339,52,60655,61827
ERR1417339,53,61941,63383
ERR1417339,54,64133,63447
ERR1417339,55,65811,64153
ERR1417339,56,65943,66323
ERR1417339,57,66613,68415
ERR1417339,58,68583,70364
ERR1417339,61,70484,70966
ERR1417339,62,71387,71004
ERR1417339,63,71552,71998
ERR1417339,64,73656,72193
ERR1417339,65,75807,73732
ERR1417339,66,75943,76707
ERR1417339,67,76877,78655
ERR1417339,69,78794,79012
ERR1417339,1,10059,11210
ERR1417339,2,13159,11276
ERR1417339,3,13700,13230
ERR1946991,1,366,653
ERR1946991,2,640,954
ERR1946991,3,1082,3493
ERR1946991,4,1082,3493
ERR1946991,6,366,653
ERR1946991,9,366,653
ERR1946991,1,9515,8760
ERR1946991,2,10260,9526
ERR1946991,3,11928,10333
ERR1946991,4,13535,11925
ERR1946991,5,13683,13528
ERR1946991,6,14931,13780
ERR1946991,7,15918,15049
ERR1946991,8,17564,15936
ERR1946991,9,17726,20668
ERR1946991,10,20716,22026
ERR1946991,11,24347,22092
ERR1946991,12,25428,24460
ERR1946991,13,26205,25435
ERR1946991,14,27149,26202
ERR1946991,15,28090,27149
ERR1946991,16,28221,28090
ERR1946991,1,106318,106653
ERR1946991,2,106125,105229
ERR1946991,3,105228,104791
ERR1946991,4,104789,104367
ERR1946991,5,103833,104327
ERR1946991,6,103309,103797
ERR1946991,7,103217,102903
ERR1946991,8,100980,102851
ERR1946991,9,100477,100956
ERR1946991,10,100170,100472
ERR1946991,11,99521,100135
ERR1946991,12,99476,98625
ERR1946991,13,97706,98617
ERR1946991,14,96937,97644
ERR1946991,15,96824,95571
ERR1946991,16,94545,95507
ERR1946991,17,92632,94533
ERR1946991,18,92251,92580
ERR1946991,19,91019,92152
ERR1946991,20,90274,90843
ERR1946991,21,89158,90186
ERR1946991,22,87967,89004
ERR1946991,1,51864,52754
ERR1946991,2,50335,51852
ERR1946991,3,50169,49288
ERR1946991,4,47800,49230
ERR1946991,5,45990,47429
ERR1946991,6,45469,45828
ERR1946991,7,44355,45458
ERR1946991,8,43069,44334
ERR1946991,9,42932,42465
ERR1946991,10,41279,42424
ERR1946991,11,41203,39113
ERR1946991,12,38688,39068
ERR1946991,13,38285,38659
ERR1946991,14,37509,38174
ERR1946991,15,36697,37398
ERR1946991,16,34252,33551
ERR1946991,17,32227,33456
ERR1946991,1,17898,16501
ERR1946991,2,16403,15255
ERR1946991,3,15240,14158
ERR1946991,4,14105,11637
ERR1946991,5,11599,11207
ERR1946991,6,10566,11123
ERR1946991,7,8384,10315
ERR1946991,8,8127,7123
ERR1946991,9,6867,5860
ERR1946991,10,6867,5860
ERR1946991,11,5517,4513
ERR1946991,12,4388,4053
ERR1946991,13,3151,3996
ERR1946991,14,1896,3023
ERR1946991,15,1816,602
ERR1946991,1,43895,42933
ERR1946991,2,42919,41900
ERR1946991,3,41898,40363
ERR1946991,4,40352,38949
ERR1946991,5,38922,38137
ERR1946991,6,38107,37049
ERR1946991,7,36090,37001
ERR1946991,8,34749,36020
ERR1946991,9,34557,33862
ERR1946991,10,33852,32197
ERR1946991,11,31925,31134
ERR1946991,12,31024,30020
ERR1946991,13,29070,29987
ERR1946991,14,28903,28049
ERR1946991,15,27657,28052
ERR1946991,16,27561,26953
ERR1946991,17,25520,26869
ERR1946991,1,31222,32331
ERR1946991,2,33789,32386
ERR1946991,3,34061,34852
ERR1946991,4,34853,35545
ERR1946991,5,36437,35784
ERR1946991,6,37837,36524
ERR1946991,7,38417,37899
ERR1946991,8,38654,40672
ERR1946991,9,40672,41223
ERR1946991,10,41835,41266
ERR1946991,11,42459,41845
ERR1946991,12,43148,42483
ERR1946991,13,43617,43135
ERR1946991,14,45388,43688
ERR1946991,15,45733,45425
ERR1946991,16,46047,45745
ERR1946991,17,47024,46149
ERR1946991,18,47219,47542
ERR1946991,19,47746,48225
ERR1946991,20,49892,48288
ERR1946991,1,9873,8398
ERR1946991,2,10499,10296
ERR1946991,3,11010,11714
ERR1946991,4,12956,11742
ERR1946991,5,13180,15258
ERR1946991,6,15359,15934
ERR1946991,7,16092,18638
ERR1946991,8,18765,19550
ERR1946991,9,20801,20298
ERR1946991,10,21259,20891
ERR1946991,11,21364,22272
ERR1946991,12,22374,22514
ERR1946991,13,22640,23776
ERR1946991,1,53736,51640
ERR1946991,2,55388,53910
ERR1946991,3,55514,56092
ERR1946991,4,57399,56140
ERR1946991,5,58325,57471
ERR1946991,6,59791,58400
ERR1946991,7,60027,61595
ERR1946991,8,62173,61661
ERR1946991,9,62186,63079
ERR1946991,10,63210,64199
ERR1946991,11,64272,64922
ERR1946991,12,65432,64959
ERR1946991,13,65619,66791
ERR1946991,14,65619,66791
ERR1946991,15,67584,66865
ERR1946991,16,70356,67600
ERR1946991,17,70618,70457
ERR1946991,18,71363,70920
ERR1946991,1,66665,63489
ERR1946991,2,66665,63489
ERR1946991,3,63479,58572
ERR1946991,6,63479,58572
ERR1946991,7,66665,63489
ERR1946991,8,66665,63489
ERR1946991,1,51446,52744
ERR1946991,2,52845,53099
ERR1946991,3,53352,53684
ERR1946991,4,54493,54113
ERR1946991,5,55139,54729
ERR1946991,6,56422,55217
ERR1946991,7,57044,56412
ERR1946991,8,57138,57332
ERR1946991,9,57973,57329
ERR1946991,10,59013,57997
ERR1946991,11,60091,59087
ERR1946991,12,61078,60212
ERR1946991,13,61738,61127
ERR1946991,14,61925,63637
ERR1946991,16,63990,63733
ERR1946991,17,64175,65014
ERR1946991,18,65011,66570
ERR1946991,19,66910,66572
ERR1946991,20,67399,67055
ERR1946991,21,68247,67666
ERR1946991,22,69476,68271
ERR1946991,1,39978,39775
ERR1946991,2,40890,40171
ERR1946991,3,41532,40927
ERR1946991,4,42438,41545
ERR1946991,5,42768,43412
ERR1946991,6,43467,44402
ERR1946991,7,44584,45927
ERR1946991,8,46418,45948
ERR1946991,9,46941,47996
ERR1946991,10,48840,48061
ERR1946991,11,49688,49140
ERR1946991,12,50338,49706
ERR1946991,13,51632,50325
ERR1946991,14,51991,53379
ERR1946991,15,53539,54222
ERR1946991,16,54365,55630
ERR1946991,17,56776,55664
ERR1946991,1,37203,38570
ERR1946991,2,35784,37169
ERR1946991,3,35484,34555
ERR1946991,4,34276,32966
ERR1946991,5,32873,32079
ERR1946991,6,31946,31017
ERR1946991,7,30913,29507
ERR1946991,8,29517,28384
ERR1946991,9,27050,28279
ERR1946991,10,25675,26997
ERR1946991,11,24229,25449
ERR1946991,12,23983,23036
ERR1946991,13,21756,22931
ERR1946991,14,21378,20359
ERR1946991,1,18631,19569
ERR1946991,2,19602,19892
ERR1946991,3,19905,20660
ERR1946991,4,20677,21177
ERR1946991,5,21201,22262
ERR1946991,6,22271,23044
ERR1946991,7,23044,23835
ERR1946991,8,23838,25376
ERR1946991,9,25389,26597
ERR1946991,10,26638,27927
ERR1946991,11,27981,28946
ERR1946991,12,28933,29538
ERR1946991,13,29616,29999
ERR1946991,1,40370,40026
ERR1946991,2,39814,39473
ERR1946991,3,37703,39418
ERR1946991,4,34546,37644
ERR1946991,5,33412,34530
ERR1946991,6,32714,33352
ERR1946991,7,32431,32048
ERR1946991,8,32024,31662
ERR1946991,9,31601,31065
ERR1946991,10,31018,28940
ERR1946991,11,28793,24273
ERR1946991,12,24276,23812
ERR1946991,1,44368,42428
ERR1946991,2,45076,44522
ERR1946991,3,46133,45240
ERR1946991,4,46241,47107
ERR1946991,5,47500,47730
ERR1946991,6,48232,47906
ERR1946991,7,48443,49513
ERR1946991,8,49657,50214
ERR1946991,9,49657,50214
ERR1946991,1,10519,9491
ERR1946991,2,11022,10531
ERR1946991,3,12440,11025
ERR1946991,4,12663,13013
ERR1946991,5,13204,13989
ERR1946991,6,13986,14678
ERR1946991,7,14683,15303
ERR1946991,8,15663,16433
ERR1946991,9,16506,17147
ERR1946991,10,16506,17147
ERR1946991,1,8234,9724
ERR1946991,2,10245,9757
ERR1946991,3,10370,14122
ERR1946991,4,14228,14701
ERR1946991,5,14805,15890
ERR1946991,6,16139,16369
ERR1946991,7,17151,16405
ERR1946991,8,17337,17927
ERR1946991,9,18563,17973
ERR1946991,10,18778,19185
ERR1946991,11,21228,19240
ERR1946991,12,21752,22918
ERR1946991,13,23290,23042
ERR1946991,1,63080,63781
ERR1946991,2,63892,64938
ERR1946991,3,66007,64982
ERR1946991,4,66091,67299
ERR1946991,5,67266,67922
ERR1946991,6,69082,67949
ERR1946991,7,70318,69098
ERR1946991,8,71157,70483
ERR1946991,9,71903,71169
ERR1946991,10,73510,72053
ERR1946991,11,74671,73727
ERR1946991,12,75370,74783
ERR1946991,13,77485,75464
ERR1946991,14,77665,78456
ERR1946991,1,224763,224212
ERR1946991,2,224862,225764
ERR1946991,3,226101,225790
ERR1946991,4,226497,226108
ERR1946991,5,227163,226534
ERR1946991,6,228126,227176
ERR1946991,7,228239,228997
ERR1946991,8,229677,229039
ERR1946991,9,229787,230791
ERR1946991,10,230924,231613
ERR1946991,12,232034,231792
ERR1946991,13,232679,232080
ERR1946991,14,233879,232776
ERR1946991,15,234111,234554
ERR1946991,16,236487,234610
ERR1946991,18,237222,236764
ERR1946991,20,238904,238347
ERR1946991,1,20080,17672
ERR1946991,2,17593,16802
ERR1946991,3,16682,16290
ERR1946991,4,16185,15118
ERR1946991,5,15121,14147
ERR1946991,6,13111,14088
ERR1946991,7,11640,13028
ERR1946991,8,11222,9744
ERR1946991,9,9603,9379
ERR1946991,10,9356,8106
ERR1946991,11,8100,7255
ERR1946991,12,6545,7168
ERR1946991,13,6421,5495
ERR1946991,1,30332,30814
ERR1946991,2,32250,30811
ERR1946991,3,32337,33200
ERR1946991,4,33516,33205
ERR1946991,5,33820,33536
ERR1946991,6,34188,33838
ERR1946991,7,34601,34233
ERR1946991,8,34667,35674
ERR1946991,9,35789,37183
ERR1946991,10,37613,37317
ERR1946991,11,38256,37795
ERR1946991,12,38256,37795
ERR1946991,1,59483,58725
ERR1946991,2,60402,59464
ERR1946991,3,60794,62626
ERR1946991,4,64185,62668
ERR1946991,5,65848,64340
ERR1946991,6,65848,64340
ERR1946991,1,15621,15890
ERR1946991,2,15902,18448
ERR1946991,3,18461,20083
ERR1946991,4,20102,22882
ERR1946991,5,22879,23508
ERR1946991,6,23658,25931
ERR1946991,7,26163,27197
ERR1946991,8,27198,27452
ERR1946991,9,27456,27941
ERR1946991,10,27965,28888
ERR1946991,11,28888,30123
ERR1946991,1,24096,24749
ERR1946991,2,22999,23718
ERR1946991,3,22474,22983
ERR1946991,4,22305,20578
ERR1946991,5,19430,20152
ERR1946991,6,18451,19266
ERR1946991,7,17055,18440
ERR1946991,8,15602,17038
ERR1946991,9,13869,15380
ERR1946991,10,13725,12535
ERR1946991,11,11570,12538
ERR1946991,12,10203,11375
ERR1946991,1,26722,27090
ERR1946991,2,28012,27158
ERR1946991,3,28502,28041
ERR1946991,4,29525,28608
ERR1946991,5,30219,29593
ERR1946991,6,30219,29593
ERR1946991,7,30347,31594
ERR1946991,8,32140,33444
ERR1946991,9,32140,33444
ERR1946991,1,5059,4310
ERR1946991,2,4292,3360
ERR1946991,3,2994,280
ERR1946991,1,40716,40222
ERR1946991,2,39634,40176
ERR1946991,3,39017,39499
ERR1946991,4,38485,39015
ERR1946991,5,35655,38492
ERR1946991,6,34592,35593
ERR1946991,7,34592,35593
ERR1946991,1,25278,24535
ERR1946991,2,24506,22773
ERR1946991,3,22752,22507
ERR1946991,4,22487,21057
ERR1946991,5,21022,20168
ERR1946991,6,20166,19327
ERR1946991,7,19330,18332
ERR1946991,8,18348,18067
ERR1946991,9,16741,18027
ERR1946991,10,16195,14018
ERR1946991,11,16195,14018
ERR1946991,12,12542,13960
ERR1946991,13,12128,11943
ERR1946991,14,11857,11630
ERR1946991,1,253554,252217
ERR1946991,2,252239,251385
ERR1946991,3,251376,250954
ERR1946991,4,250780,250950
ERR1946991,5,248868,250112
ERR1946991,6,248729,247809
ERR1946991,7,246925,247812
ERR1946991,8,246925,247812
ERR1946991,1,52604,51360
ERR1946991,2,51351,50284
ERR1946991,4,48936,49352
ERR1946991,5,48783,48091
ERR1946991,6,46794,47999
ERR1946991,7,46087,46635
ERR1946991,8,46087,46635
ERR1946991,1,13116,11527
ERR1946991,2,11341,10097
ERR1946991,3,7924,10038
ERR1946991,4,6984,7646
ERR1946991,5,5965,6999
ERR1946991,6,5815,4553
ERR1946991,7,3151,4494
ERR1946991,8,2870,840
ERR1946991,1,120587,120021
ERR1946991,2,120725,121927
ERR1946991,1,208675,209565
ERR1946991,2,211822,209633
ERR1946991,3,214473,212125
ERR1946991,4,214473,212125
ERR1946991,6,208675,209565
ERR1946991,1,26380,28812
ERR1946991,2,28946,31000
ERR1946991,3,31041,31250
ERR1946991,4,31262,31693
ERR1946991,5,34037,31842
ERR1946991,6,34791,34225
ERR1946991,7,35954,34869
ERR1946991,8,36288,36187
ERR1946991,9,37014,36724
ERR1946991,10,37377,37120
ERR1946991,11,37565,38737
ERR1946991,1,87400,88596
ERR1946991,2,90024,88666
ERR1946991,3,90744,90034
ERR1946991,4,91671,91000
ERR1946991,5,91868,92701
ERR1946991,6,94125,92758
ERR1946991,7,95386,94232
ERR1946991,8,96724,95414
ERR1946991,9,97301,96738
ERR1946991,10,97900,97361
ERR1946991,11,98069,99646
ERR1946991,12,99661,100176
ERR1946991,1,22106,19842
ERR1946991,2,22106,19842
ERR1946991,3,22914,22276
ERR1946991,4,23072,23689
ERR1946991,5,23860,25536
ERR1946991,6,25533,26540
ERR1946991,7,26650,26814
ERR1946991,8,27351,28898
ERR1946991,9,30276,28942
ERR1946991,10,32074,30443
ERR1946991,1,1968,2426
ERR1946991,2,3663,2506
ERR1946991,3,4975,3797
ERR1946991,4,5457,4975
ERR1946991,5,6141,5473
ERR1946991,6,6293,7144
ERR1946991,7,8100,7147
ERR1946991,8,8710,8108
ERR1946991,9,9529,8723
ERR1946991,10,10911,9547
ERR1946991,11,12022,10928
ERR1946991,12,14724,12046
ERR1946991,1,107141,107560
ERR1946991,2,105729,107123
ERR1946991,3,104829,105698
ERR1946991,4,103207,104751
ERR1946991,5,102624,103160
ERR1946991,6,102141,102611
ERR1946991,7,101857,102102
ERR1946991,8,100897,101772
ERR1946991,9,100394,100792
ERR1946991,10,99385,100224
ERR1946991,11,99257,98760
ERR1946991,12,98778,97999
ERR1946991,13,97995,97186
ERR1946991,14,96558,97184
ERR1946991,15,96399,95479
ERR1946991,16,94896,95339
ERR1946991,1,37491,38171
ERR1946991,2,40054,38216
ERR1946991,3,41732,40290
ERR1946991,4,42846,41920
ERR1946991,5,42999,43640
ERR1946991,6,43680,43976
ERR1946991,7,43680,43976
ERR1946991,1,44088,45131
ERR1946991,2,43080,44066
ERR1946991,3,39820,40875
ERR1946991,4,39634,38627
ERR1946991,5,37203,38570
ERR1946991,6,37203,38570
ERR1946991,1,56453,57664
ERR1946991,2,57677,58900
ERR1946991,3,58900,60312
ERR1946991,4,60327,61157
ERR1946991,5,61171,62004
ERR1946991,6,62016,63086
ERR1946991,7,63067,63726
ERR1946991,8,63820,64911
ERR1946991,9,65477,64956
ERR1946991,10,65570,66277
ERR1946991,11,66450,66785
ERR1946991,12,67328,66858
ERR1946991,13,67430,68170
ERR1946991,14,68172,68513
ERR1946991,1,4651,5355
ERR1946991,2,5357,5998
ERR1946991,3,6115,7524
ERR1946991,4,7590,8762
ERR1946991,5,9718,8822
ERR1946991,6,10852,9956
ERR1946991,7,10852,9956
ERR1946991,1,124075,123509
ERR1946991,2,122606,123478
ERR1946991,4,121231,122460
ERR1946991,5,120585,121085
ERR1946991,6,120298,118235
ERR1946991,7,117917,118105
ERR1946991,8,117917,118105
ERR1946991,1,73202,74230
ERR1946991,2,72294,72992
ERR1946991,3,72042,71092
ERR1946991,4,70487,70029
ERR1946991,5,69503,69934
ERR1946991,6,67288,68532
ERR1946991,7,67288,68532
ERR1946991,1,154514,156943
ERR1946991,2,153112,154431
ERR1946991,3,151601,153052
ERR1946991,4,150748,151581
ERR1946991,5,150056,150685
ERR1946991,6,149316,150041
ERR1946991,7,148892,149305
ERR1946991,8,147521,148876
ERR1946991,9,146693,147478
ERR1946991,10,145341,146696
ERR1946991,11,144127,145338
ERR1946991,1,128382,129575
ERR1946991,2,127539,128324
ERR1946991,3,126501,127517
ERR1946991,4,125930,126430
ERR1946991,5,124551,125933
ERR1946991,6,124268,123309
ERR1946991,7,123065,123259
ERR1946991,8,122892,120421
ERR1946991,9,120345,119944
ERR1946991,10,119916,119509
ERR1946991,11,118560,118916
ERR1946991,1,86205,86669
ERR1946991,2,87042,88826
ERR1946991,3,88819,90252
ERR1946991,4,90273,91712
ERR1946991,5,91724,93565
ERR1946991,6,93575,95485
ERR1946991,7,95498,96268
ERR1946991,8,96255,96872
ERR1946991,9,96967,99276
ERR1946991,1,58389,57265
ERR1946991,2,59291,58695
ERR1946991,3,59630,59301
ERR1946991,4,60132,59896
ERR1946991,5,61497,60310
ERR1946991,6,61631,62716
ERR1946991,7,63564,62797
ERR1946991,8,63564,62797
ERR1946991,1,107597,106557
ERR1946991,2,105756,104887
ERR1946991,1,19458,20336
ERR1946991,2,21160,20429
ERR1946991,3,21272,22561
ERR1946991,4,22569,23381
ERR1946991,5,23391,24731
ERR1946991,6,23391,24731
ERR1946991,1,22976,22713
ERR1946991,2,23034,24020
ERR1946991,3,24116,24814
ERR1946991,4,25118,24867
ERR1946991,5,25818,25291
ERR1946991,6,26070,25921
ERR1946991,7,27358,26033
ERR1946991,8,28470,27415
ERR1946991,9,28470,27415
ERR1946991,1,3336,4271
ERR1946991,2,3224,2049
ERR1946991,3,1961,174
ERR1946991,1,16865,17749
ERR1946991,2,17761,19254
ERR1946991,3,19315,20082
ERR1946991,4,20198,21550
ERR1946991,5,21717,21839
ERR1946991,8,21717,21839
ERR1946991,1,87355,85052
ERR1946991,2,87613,89436
ERR1946991,3,90165,89509
ERR1946991,4,90410,90664
ERR1946991,5,91834,90734
ERR1946991,6,92764,91967
ERR1946991,7,94029,92767
ERR1946991,8,94555,94139
ERR1946991,9,94585,95007
ERR1946991,10,95102,96079
ERR1946991,11,96079,98148
ERR1946991,1,37781,38644
ERR1946991,2,37277,36372
ERR1946991,3,36165,35782
ERR1946991,4,34578,35690
ERR1946991,5,34205,33711
ERR1946991,6,32898,33452
ERR1946991,7,32314,28316
ERR1946991,1,52650,52102
ERR1946991,2,51420,52055
ERR1946991,3,50094,51416
ERR1946991,4,49928,47208
ERR1946991,5,49928,47208
ERR1946991,8,52650,52102
ERR1946991,1,76311,75472
ERR1946991,2,76311,75472
ERR1946991,3,76431,77333
ERR1946991,4,77531,77953
ERR1946991,5,78188,78691
ERR1946991,6,78826,79830
ERR1946991,7,79977,80540
ERR1946991,8,81038,80574
ERR1946991,9,82282,81035
ERR1946991,10,84111,82282
ERR1946991,11,86549,84111
ERR1946991,1,39512,40846
ERR1946991,2,41057,41464
ERR1946991,3,41488,42186
ERR1946991,4,42186,42638
ERR1946991,5,42642,43988
ERR1946991,6,44082,45362
ERR1946991,7,45390,45953
ERR1946991,8,46196,46008
ERR1946991,9,46379,47350
ERR1946991,10,47407,48183
ERR1946991,11,48343,48957
ERR1946991,12,48947,49267
ERR1946991,13,49257,49646
ERR1946991,14,52172,49737
ERR1946991,1,4482,5453
ERR1946991,2,5487,6863
ERR1946991,3,6863,7735
ERR1946991,4,8715,7831
ERR1946991,5,10225,11277
ERR1946991,6,11708,12727
ERR1946991,7,12724,13740
ERR1946991,8,13737,14501
ERR1946991,9,14504,14992
ERR1946991,10,15775,14987
ERR1946991,11,15871,16683
ERR1946999,1,117466,116261
ERR1946999,2,117466,116261
ERR1946999,3,118515,117469
ERR1946999,1,250,849
ERR1946999,2,1599,907
ERR1946999,3,1599,907
ERR1946999,4,250,849
ERR1946999,1,141921,142910
ERR1946999,2,142898,143692
ERR1946999,3,143667,144266
ERR1946999,4,144263,144907
ERR1946999,1,57129,57881
ERR1946999,2,57878,58453
ERR1946999,3,57878,58453
ERR1946999,4,57129,57881
ERR1946999,1,86126,86554
ERR1946999,2,86712,87506
ERR1946999,3,86712,87506
ERR1946999,4,86126,86554
ERR1946999,5,86126,86554
ERR1946999,1,3326,4342
ERR1946999,2,771,3329
ERR1946999,1,41382,40798
ERR1946999,2,41624,41965
ERR1946999,3,41624,41965
ERR1946999,4,41382,40798
ERR1946999,5,41382,40798
ERR1946999,1,117309,116716
ERR1946999,2,116665,116441
ERR1946999,3,116022,116216
ERR1946999,4,114767,116029
ERR1946999,1,33064,33924
ERR1946999,2,34544,33921
ERR1946999,3,34544,33921
ERR1946999,4,33064,33924
ERR1946999,1,96967,99276
ERR1946999,2,99361,99654
ERR1946999,3,99655,101178
ERR1946999,4,101175,101513
ERR1946999,1,145194,145556
ERR1946999,2,145720,146190
ERR1946999,3,145720,146190
ERR1946999,4,145194,145556
ERR1946999,2,148573,147737
ERR1946999,1,114261,114028
ERR1946999,2,113205,113876
ERR1946999,3,112897,112772
ERR1946999,4,112604,112215
ERR1946999,5,112177,111632
ERR1946999,1,10285,10566
ERR1946999,2,9626,10096
ERR1946999,3,9626,10096
ERR1946999,4,10285,10566
ERR1946999,5,10285,10566
ERR1946999,1,42286,41300
ERR1946999,2,42286,41300
ERR1946999,3,42286,41300
ERR1946999,1,70746,71324
ERR1946999,2,72267,71404
ERR1946999,3,72376,72993
ERR1946999,1,46691,45570
ERR1946999,3,44639,44388
ERR1946999,6,43983,43261
ERR1946999,1,22335,21040
ERR1946999,2,23272,22454
ERR1946999,1,105919,106998
ERR1946999,2,105919,106998
ERR1946999,1,83689,84672
ERR1946999,2,85897,84698
ERR1946999,1,24405,25592
ERR1946999,2,25751,26662
ERR1946999,1,58937,58401
ERR1946999,2,58937,58401
ERR1946999,3,58937,58401
ERR1946999,4,58937,58401
ERR1946999,5,58937,58401
ERR1946999,6,58937,58401
ERR1946999,1,151162,149927
ERR1946999,2,152191,151175
ERR1946999,3,152659,152315
ERR1946999,1,43983,43261
ERR1946999,3,44639,44388
ERR1946999,1,154726,155262
ERR1946999,2,155337,155885
ERR1946999,3,155337,155885
ERR1946999,4,154726,155262
ERR1946999,5,154726,155262
ERR1946999,1,58666,58902
ERR1946999,2,58113,58457
ERR1946999,3,58113,58457
ERR1946999,4,58666,58902
ERR1946999,1,90240,89821
ERR1946999,2,91733,90432
ERR1946999,1,43452,42907
ERR1946999,2,42744,41995
ERR1946999,3,41494,41964
ERR1946999,1,110948,111565
ERR1946999,2,110948,111565
ERR1946999,1,35211,35975
ERR1946999,2,35211,35975
ERR1946999,1,318,821
ERR1946999,2,827,2050
ERR1946999,1,921,136
ERR1946999,2,2376,955
ERR1946999,1,4076,4207
ERR1946999,2,2784,3896
ERR1946999,1,45308,45799
ERR1946999,2,46377,47036
ERR1946999,1,38568,39059
ERR1946999,2,38256,37795
ERR1946999,3,38256,37795
ERR1946999,4,38568,39059
ERR1946999,1,45768,47000
ERR1946999,2,44473,45336
ERR1946999,1,93824,92967
ERR1946999,2,92086,92880
ERR1946999,1,42097,41180
ERR1946999,2,42097,41180
ERR1946999,1,43995,45086
ERR1946999,2,43995,45086
ERR1946999,3,43995,45086
ERR1946999,1,134786,134277
ERR1946999,2,134240,133317
ERR1946999,1,7060,5825
ERR1946999,2,7060,5825
ERR1946999,1,1419,1517
ERR1946999,2,784,1218
ERR1946999,3,170,622
ERR1946999,1,30399,29830
ERR1946999,2,29691,28672
ERR1946999,1,2777,3151
ERR1946999,2,2777,3151
ERR1946999,1,64113,63739
ERR1946999,2,64113,63739
ERR1946999,1,80896,80432
ERR1946999,2,80241,80026
ERR1946999,1,107376,106897
ERR1946999,2,106612,106391
ERR1946999,3,106285,105968
ERR1946999,1,71040,70561
ERR1946999,2,70480,70340
ERR1946999,3,70169,69408
ERR1946999,1,140732,140055
ERR1946999,2,140732,140055
ERR1946999,1,25732,25139
ERR1946999,2,25732,25139
ERR1946999,1,56762,56496
ERR1946999,2,56365,56024
ERR1946999,3,55787,55951
ERR1946999,1,36508,37629
ERR1946999,2,36508,37629
ERR1946999,1,65146,65439
ERR1946999,2,65146,65439
ERR1946999,1,44198,43638
ERR1946999,2,44198,43638
ERR1946999,1,140826,141878
ERR1946999,2,140826,141878
ERR1946999,1,140732,140055
ERR1946999,2,140732,140055
ERR1946999,1,105146,105574
ERR1946999,2,104733,104876
ERR1946999,1,65771,65346
ERR1946999,2,65215,65015
ERR1946999,1,141637,141404
ERR1946999,2,141637,141404
ERR1946999,1,64337,64696
ERR1946999,2,64337,64696
ERR1946999,1,29115,24595
ERR1946999,2,29115,24595
ERR1946999,3,29115,24595
ERR1946999,1,14733,14497
ERR1946999,2,14733,14497
ERR1946999,1,44198,43638
ERR1946999,2,44198,43638
ERR1946999,3,44198,43638
ERR1946999,4,44198,43638
ERR1946999,1,1084,1653
ERR1946999,2,1084,1653
ERR1946999,1,9516,8761
ERR1946999,2,9516,8761
ERR1946999,1,4091,4645
ERR1946999,2,4091,4645
ERR1946999,1,2777,3151
ERR1946999,2,2777,3151
ERR1946999,1,245860,246264
ERR1946999,2,245860,246264
ERR1946999,1,1243,35
ERR1946999,2,1243,35
ERR1946999,1,43983,43261
ERR1946999,2,43983,43261
ERR1946999,1,64795,65031
ERR1946999,2,64795,65031
ERR1946999,1,112791,112567
ERR1946999,2,112791,112567
ERR1946999,1,1243,35
ERR1946999,2,1243,35
ERR1946999,1,4629,5054
ERR1946999,2,4629,5054
ERR1946999,1,17252,16260
ERR1946999,1,15019,14321
ERR1946999,1,143470,144123
ERR1946999,2,144136,145347
ERR1946999,1,1243,35
ERR1946999,2,1243,35
ERR1946999,1,10741,11124
ERR1946999,2,10741,11124
ERR1946999,1,3,7016
ERR1946999,1,3,7016
ERR1946999,1,2777,3151
ERR1946999,2,2777,3151
ERR1946999,1,1243,35
ERR1946999,2,1243,35
ERR1946999,1,6407,5457
ERR1946999,2,6407,5457
ERR1946999,1,136,2
ERR1946999,2,136,2
ERR1946999,1,16021,13337
ERR1946999,2,16021,13337
ERR1946999,1,91793,92542
ERR1946999,2,91793,92542
ERR1946999,1,38025,39740
ERR1946999,2,38025,39740
ERR1946999,1,1243,35
ERR1946999,1,1243,35
ERR1946999,1,39904,42003
ERR1946999,2,39904,42003
ERR1946999,1,1,414
ERR1946999,1,1,414
ERR1946999,1,1,414
ERR1946999,1,1,414
ERR1946999,1,1,414
ERR1946999,1,1,414
ERR1946999,1,2,241
ERR1946999,1,2,241
ERR1417339,1,1255,188
ERR1417339,2,2107,1274
ERR1417339,3,3006,2149
ERR1417339,4,3124,3729
ERR1417339,5,3797,4324
ERR1417339,6,4618,4373
ERR1417339,7,5767,4781
ERR1417339,8,6641,5979
ERR1417339,9,8684,6699
ERR1417339,10,8931,10382
